ID|Committee Name|Statement Due|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Candidate Last Name|Candidate First Name|Interest Paid
3465|ACEC/Nebraska PAC|14 2nd General Campaign Statement|2014-10-27|2014-11-12|400.00|REDUCED|0.00|2014-12-11||||
3466|AGC Highway Improvement PAC|14 2nd General Campaign Statement|2014-10-27|2014-11-12|400.00|PAID|||2014-12-15|||
3481|Friend for Clerk of the District Court|14 2nd General Campaign Statement|2014-10-27|2014-11-10|350.00|REDUCED|0.00|2014-12-19||Friend|John|
3493|Todd Weidemann|Report of Earmarked Contribution|2014-05-16|2014-11-10|750.00|REDUCED|0.00|2014-12-19||||
3511|Agena for County Assessor/Register of Deeds|14 Post General Campaign Statement|2015-01-13|2015-01-24|275.00|REDUCED|0.00|2015-02-10||Agena|Norman|
3517|Bob Krist for Legislature|Report of Late Contribution|2014-11-05|2015-01-12|1100.00|REDUCED|0.00|2015-03-02||Krist|Bob|
3522|O'Holleran for State School Board|14 Post General Campaign Statement|2015-01-13|2021-01-20|175.00|PAID|||2015-02-11|O'Holleran|Molly|
3527|Greg Butcher for County Board|14 Annual Campaign Statement|2015-02-02|2015-02-06|100.00|RED/PAID|25.00|2015-02-27|2015-02-27|Butcher|Greg|
3543|Brent Kelly for Holt County Attorney|14 Post General Campaign Statement|2015-01-13|2015-01-23|250.00|PAID|||2015-03-13|Kelly|Brent|
3568|Vote 4 Holdrege Kids|14 Annual Campaign Statement|2015-02-02|2015-03-03|725.00|REDUCED|0.00|2015-03-05||||
3570|Committee to Elect John D. Jenson Sheriff|14 Annual Campaign Statement|2015-02-02|2015-02-20|450.00|RED/PAID|25.00|2015-06-24|2015-06-24|Jenson|John|
3573|Katie Underwood for OPS Board|14 Annual Campaign Statement|2015-02-02|2015-03-09|750.00|REDUCED|0.00|2015-03-19||Underwood|Katie|
2999|Douglas County Democratic Party|12 Post Primary Campaign Statement|2012-06-25|2012-07-02|175.00|PAID|||2012-08-03|||
3004|Douglas County Republican Party|Report of Late Contribution|2012-05-09|2012-08-15|1100.00|REDUCED|0.00|2012-08-17||||
3080|Jim Begley for MUD Board|2012 Post General Campaign Statement|2013-01-15|2013-01-18|75.00|PAID|||2013-04-05|Begley|Jim|
3011|Josiah Woodward for Legislature #37|12 Post Primary Campaign Statement|2012-06-25|2012-09-28|750.00|REDUCED|0.00|2013-01-17||Woodward|Josiah|
3030|Associated Builders & Contractors PAC|2012 1st General Campaign Statement|2012-10-09|2012-10-12|75.00|PAID|||2012-12-04|||
3036|Nebraskans for Fiscal Accountability|Report of Late Independent Expenditure|2012-11-01|2012-11-02|100.00|PAID|||2015-10-13|||
3038|Grand Island Fire PAC|2012 2nd General Campaign Statement|2012-10-29|2012-11-13|375.00|REDUCED|0.00|2012-11-27||||
3042|Nebraskans for Responsible Government|Report of Late Independent Expenditure|2012-10-25|2012-10-30|500.00|PAID|||2013-01-09|||
3044|Nebraskans for Responsible Government|Report of Late Independent Expenditure|2012-10-25|2012-10-30|500.00|PAID|||2013-01-09|||
3046|Nebraskans for Responsible Government|Report of Late Independent Expenditure|2012-11-01|2012-11-05|400.00|PAID|||2013-04-17|||
3047|Nebraskans for Responsible Government|Report of Late Independent Expenditure|2012-11-01|2012-11-05|400.00|PAID|||2013-04-17|||
3091|Rod Johnson for PSC|2012 Annual Campaign Statement|2013-01-31|2013-02-05|125.00|PAID|||2013-02-25|Johnson|Rod|
3092|Kolowski for Legislature|Report of Late Contribution|2012-11-07|2013-01-15|1100.00|REDUCED|0.00|2013-02-26||Kolowski|Rick|
3093|Kolowski for Legislature|Report of Late Contribution|2012-11-05|2013-01-15|1487.20|REDUCED|0.00|2013-02-26||Kolowski|Rick|
3104|Buffalo County Republican Party|2012 Annual Campaign Statement|2013-01-31|2013-02-05|125.00|REDUCED|0.00|2013-02-20||||
3113|Vern Barrett for Legislature|Report of Late Contribution|2012-11-05|2013-01-16|1000.00|REDUCED|0.00|2013-03-04||Barrett|Vern|
3115|Vern Barrett for Legislature|Report of Late Contribution|2012-11-05|2013-01-16|1000.00|RED/PAID|100.00|2013-03-04|2013-03-01|Barrett|Vern|
3132|Ravenscroft for Legislature|Report of Late Contribution|2012-11-01|2013-01-04|1100.00|REDUCED|0.00|2013-03-18||Ravenscroft|John|
3137|Tom Barrett for OPPD|2012 Post General Campaign Statement|2013-01-15|2013-02-15|375.00|PAID|||2013-11-13|Barrett|Tom |
3138|Citizens for Responsible Spending|Report of Late Contribution|2012-01-25|2013-01-15|1100.00|REDUCED|0.00|2013-04-01||||
3140|Citizens for Responsible Spending|2012 2nd General Campaign Statement|2012-10-29|2013-01-15|750.00|REDUCED|0.00|2013-04-01||||
3142|Jeff Moore for City Council|Statement of Organization|2013-03-15|2013-03-20|500.00|REDUCED|0.00|2013-03-28||Moore|Jeff|
3151|Mayhew for School Board|2013 2nd Primary Campaign Statement|2013-04-01|2013-04-02|25.00|PAID|||2013-04-08|Mayhew|Don|
3183|North Omaha Action Committee|13 Post Primary Campaign Statement|2013-05-13|2013-06-05|575.00|REDUCED|0.00|2013-06-06||||
3189|Mayhew for School Board|2013 Post General Campaign Statement|2013-06-17|2013-06-19|50.00|PAID|||2013-06-25|Mayhew|Don|
3201|Omaha Education Association PAC|2013 Post General Campaign Statement|2013-06-24|2013-07-02|200.00|PAID|||2013-07-25|||
3211|Jean Stothert for Omaha|Report of Late Contribution|2013-05-10|2013-06-25|2451.98|REDUCED|0.00|2013-09-13||Stothert|Jean|
3218|MayorSuttle.com|Report of Late Contribution|2013-05-10|2013-05-13|300.00|REDUCED|0.00|2013-09-09||Suttle|Jim|
3249|Schroeder for Board of Regents|13 Annual Campaign Statement|2014-01-31|2014-02-19|475.00|REDUCED|0.00|2014-03-28||Schroeder|Kent|
3253|Howard for Legislature|13 Annual Campaign Statement|2014-01-31|2014-02-20|500.00|REDUCED|0.00|2014-03-18||Howard|Gwen|
3264|Russ Jones 2014 Campaign Committee|13 Annual Campaign Statement|2014-01-31|2014-03-31|750.00|REDUCED|0.00|2014-04-03||Jones|Russ|
3309|NE Medical PAC|14 2nd Primary Campaign Statement|2014-05-05|2014-05-15|250.00|REDUCED|0.00|2014-07-09||||
3313|AGC Highway Improvement PAC|14 2nd Primary Campaign Statement|2014-05-05|2014-05-14|225.00|PAID|||2014-06-17|||
3314|Fremont Taxpayers for Jobs|Report of Late Contribution|2014-01-31|2014-03-24|1250.00|REDUCED|0.00|2014-06-09||||
3316|Butler for Legislature|14 1st Primary Campaign Statement|2014-04-14|2014-04-22|200.00|PAID|||2014-10-01|Butler|Matt|
3319|Committee to Re-Elect Thomas Lynam Sarpy Co. Surveyor|13 Annual Campaign Statement|2014-01-31|2014-02-25|625.00|REDUCED|0.00|2014-06-27||Lynam|Thomas|
3328|Burke Harr for Legislature|Report of Late Contribution|2014-05-05|2014-06-18|1100.00|REDUCED|0.00|2014-06-27||Harr|Burke |
3406|Jim Prauner for Commissioner|Statement of Organization|2014-04-10|2014-04-29|475.00|REDUCED|0.00|2014-08-29||Prauner|Jim|
3352|Committee to Elect Diane Battiato|Report of Late Contribution|2014-05-05|2014-06-23|1100.00|PAID|||2014-08-19|Battiato|Diane|
3383|Consumer Financial Services of Waukegan, IL LLC|Out of State Contribution Report|2014-04-10|2014-06-24|2000.00|REDUCED|0.00|2014-08-04||||
3395|Bryan Slone for Governor|Report of Late Contribution|2014-05-05|2014-06-24|1250.00|REDUCED|0.00|2014-08-28||Slone|Bryan|
3409|Pete Ricketts for Governor|Report of Late Contribution|2014-05-08|2014-05-12|400.00|REDUCED|0.00|2014-08-27||Ricketts|Pete|
3410|Pete Ricketts for Governor|Report of Late Contribution|2014-05-09|2014-05-12|300.00|PAID|||2014-09-18|Ricketts|Pete|
3416|O'Holleran for State School Board|14 2nd Primary Election Campaign Statement|2014-05-05|2014-06-25|750.00|RED/PAID|25.00|2014-09-24|2014-09-24|O'Holleran|Molly|
3422|Christensen Audiology & Hearing Aid Center|Report of Earmarked Contribution|2013-08-15|2014-09-19|750.00|REDUCED|0.00|2014-09-25||Clare|Tim|
3426|Christensen Audiology & Hearing Aid Center|Report of Earmarked Contribution|2014-04-07|2014-09-19|750.00|REDUCED|0.00|2014-09-25||Ricketts|Pete |
3427|Christensen Audiology & Hearing Aid Center|Report of Earmarked Contribution|2013-08-19|2014-09-19|750.00|REDUCED|0.00|2014-09-25|||NE Republican Party|
3464|Riepe for Legislature|2014 1st General Campaign Statement|2014-10-06|2014-10-07|25.00|REDUCED|0.00|2014-11-19||Riepe|Marvin|
3467|James Michael Bowers for Legislature|14 1st General Campaign Statement|2014-10-06|2014-10-07|25.00|PAID|||2015-04-20|Bowers|James|
3468|Citizens for a Better Tomorrow|14 1st General Campaign Statement|2014-10-06|2014-10-08|50.00|PAID|||2014-11-24|||
3471|GI Vote Yes for Kids|Report of Late Contribution|2014-09-02|2014-11-19|1138.60|REDUCED|0.00|2014-12-01||||
3472|Michael Groene for Legislature|Report of Late Contribution|2014-10-27|2014-11-12|1084.00|REDUCED|0.00|2014-12-11||Groene|Michael|
3482|Heather Hauschild for Scotts Bluff County Treasurer|14 2nd General Campaign Statement|2014-10-27|2014-11-10|350.00|REDUCED|0.00|2015-01-09||Hauschild|Heather|
3532|Rusty Hike for Sarpy County Commissioner|2014 Annual Campaign Statement|2015-02-02|2015-02-06|100.00|REDUCED|0.00|2015-04-10||Hike|Rusty|
3499|ANR Pipeline Company|Report of Earmarked Contribution|2014-09-15|2014-12-31|750.00|REDUCED|0.00|2015-01-29||||
3504|ANR Pipeline Company|Report of Earmarked Contribution|2014-09-15|2014-12-31|750.00|REDUCED|0.00|2015-01-29||||
3015|Tom Cavanaugh for County Clerk|2012 2nd General Campaign Statement|2012-10-29|2012-10-31|50.00|PAID|||2012-11-09|Cavanaugh|Tom|
3000|Francis Biehl|12 Post Primary Campaign Statement|2012-06-25|2012-07-10|375.00|REDUCED|0.00|2012-07-30||Biehl|Francis|
3003|Committee to Elect Brenda Council|12 2nd Primary Campaign Statement|2012-05-07|2012-05-10|75.00|PAID|||2012-09-04|Council|Brenda|
3005|Douglas County Republican Party|12 Post Primary Campaign Statement|2012-06-25|2012-08-15|750.00|PAID|||2014-02-28|||
3020|Josh Moenning for City Council|Statement of Organization|2012-10-22|2012-10-24|200.00|REDUCED|0.00|2012-11-06||Moenning|Josh|
3028|Dodge for OPPD|Statement of Organization|2012-10-25|2012-11-09|1500.00|REDUCED|0.00|2012-12-07||Dodge|NP|
3061|Kathy Campbell for Legislature|2012 Post General Campaign Statement|2013-01-15|2013-01-22|175.00|PAID|||2013-02-20|Campbell|Kathy|
3071|NE Collectors Association PAC|2012 Post General Campaign Statement|2013-01-15|2013-01-23|200.00|REDUCED|0.00|2013-02-06||||
3074|Committee to Elect Thomas Riley|2012 Post General Campaign Statement|2013-01-15|2013-01-24|25.00|PAID|0.00||2013-04-01|Riley|Thomas|
3087|Van Phillips for State Senate|2012 Post General Campaign Statement|2013-01-15|2013-01-29|350.00|REDUCED|0.00|2014-08-18||Phillips|Van|
3099|Citizens to Elect Jim Smith|2012 Annual Campaign Statement|2013-01-31|2013-02-08|200.00|PAID|||2013-02-25|Smith|Jim|
3109|Nebraskans United for Life PAC|2012 Annual Campaign Statement|2013-01-31|2013-02-14|350.00|PAID|||2013-03-01|||
3122|Josh Moenning for City Council|2012 Post General Campaign Statement|2013-01-15|2013-01-29|350.00|PAID|||2013-03-22|Moenning|Josh|
3123|Justin Wayne for OPS Board|2013 1st Primary Campaign Statement|2013-03-04|2013-03-05|25.00|PAID|||2013-03-28|Wayne|Justin|
3139|Citizens for Responsible Spending|2012 1st General Campaign Statement|2012-10-09|2013-01-15|750.00|REDUCED|0.00|2013-04-01||||
3150|Leirion for Lincoln|Report of Late Contribution|2013-04-04|2013-04-08|400.00|REDUCED|0.00|2013-04-08||Gaylor Baird|Leirion|
3155|Michael Petersen for Legislature|2012 1st General Campaign Statement|2012-10-09|2012-10-12|200.00|REDUCED|0.00|2013-04-24||Petersen|Michael|
3168|Douglas County Democratic Party|Report of Late Contribution|2013-03-21|2013-05-07|1125.00|PAID|||2013-06-04|||
3172|Melton for Omaha|Report of Late Contribution|2013-05-13|2013-05-16|300.00|REDUCED|0.00|2013-06-04||Melton|Aimee|
3173|Melton for Omaha|Report of Late Contribution|2013-05-13|2013-05-16|300.00|REDUCED|0.00|2013-06-04||Melton|Aimee|
3188|Lincoln Education Association PAC|2013 Post Primary Campaign Statement|2013-05-20|2013-06-17|700.00|REDUCED|0.00|2013-06-27||||
3231|NE  Insurance Information Service PAC|Statement of Organization|2013-09-27|2013-11-13|750.00|REDUCED|0.00|2013-11-15||||
3233|NE Health Care Association|Report of Earmarked Contribution|2013-11-25|2013-12-10|375.00|REDUCED|0.00|2014-01-14||||
3247|Elect Bill McMullen County Supervisor|13 Annual Campaign Statement|2014-01-31|2014-02-20|500.00|PAID|||2014-03-28|McMullen|Bill|
3251|Greg Butcher for County Board|13 Annual Campaign Statement|2014-01-31|2014-02-20|500.00|REDUCED|0.00|2014-03-18||Butcher|Greg|
3257|NE Realtors PAC|14 2nd Special General Campaign Statement|2014-02-03|2014-03-05|750.00|REDUCED|0.00|2014-06-12||||
3263|Committee to Elect John D. Jenson Sheriff|13 Annual Campaign Statement|2014-01-31|2014-04-02|750.00|REDUCED|0.00|2014-04-04||Jenson|John|
3266|NRDVote.com|13 Annual Campaign Statement|2014-01-31|2014-03-14|750.00|REDUCED|0.00|2014-03-27||||
3269|John Sieler for MUD|2011 Annual Campaign Statement|2012-01-31|2014-03-24|750.00|REDUCED|0.00|2014-03-27||Sieler|John|
3306|ACEC  NE PAC|14 2nd Primary Campaign Statement|2014-05-05|2014-05-15|250.00|RED/PAID|25.00||2014-09-22|||
3330|Truckers PAC|14 Post Primary Campaign Statement|2014-06-23|2014-06-24|25.00|PAID|||2014-07-02|||
3415|O'Holleran for State School Board|14 1st Primary Election Campaign Statement|2014-04-14|2014-06-25|750.00|REDUCED|0.00|2014-09-24||O'Holleran|Molly|
3375|Sotelo for Legislature|Report of Late Contribution|2014-05-12|2014-06-20|1125.00|REDUCED|0.00|2014-08-07||Sotelo|Luis|
3376|Sotelo for Legislature|Report of Late Contribution|2014-05-14|2014-06-20|1100.00|REDUCED|0.00|2014-08-07||Sotelo|Luis|
3380|Darl Naumann for Lancaster County Board|13 Annual Campaign Statement|2014-01-31|2014-07-28|750.00|PAID|||2014-07-28|Naumann|Darl|
3421|Christensen Audiology & Hearing Aid Center|Report of Earmarked Contribution|2014-02-18|2014-09-19|750.00|REDUCED|0.00|2014-09-25||Paneitz|Hunter|
3429|Christensen Audiology & Hearing Aid Center|Report of Earmarked Contribution|2014-08-18|2014-09-19|750.00|REDUCED|0.00|2014-09-25||Jones|Dallas|
3430|Christensen Audiology & Hearing Aid Center|Report of Earmarked Contribution|2014-02-19|2014-09-19|750.00|REDUCED|0.00|2014-09-25||Jones|Dallas|
3431|Christensen Audiology & Hearing Aid Center|Report of Earmarked Contribution|2014-04-28|2014-09-19|750.00|REDUCED|0.00|2014-09-25||Jones|Dallas|
3432|Steele for GI City Council Ward 2|Statement of Organization|2014-08-21|2014-09-25|750.00|REDUCED|0.00|2014-09-26||Steele|Roger|
3438|Associated Beverage Distributors of NE PAC|2014 2nd General Campaign Statement|2014-10-27|2014-10-29|50.00|PAID|||2015-02-02|||
3442|Ebke for Legislature|Report of Late Contribution|2014-10-24|2014-10-31|700.00|REDUCED|0.00|2014-11-13||Ebke|Laura|
3443|Ebke for Legislature|Report of Late Contribution|2014-10-27|2014-10-31|400.00|REDUCED|0.00|2014-11-13||Ebke|Laura|
3450|NE Petroleum Marketers PAC|2014 2nd General Campaign Statement|2014-10-27|2014-10-28|25.00|PAID|||2015-01-09|||
3457|Vote Yes for BCS|2014 1st General Campaign Statement|2014-10-06|2014-10-14|200.00|REDUCED|0.00|2014-12-02||||
3476|Friends of Charlie Janssen|Report of Late Contribution|2014-11-05|2014-11-10|500.00|REDUCED|0.00|2014-12-01||Janssen|Charlie|
3478|O'Hara 2014 Treasurer|2014 1st General Campaign Statement|2014-10-06|2014-10-21|375.00|PAID|0.00|2014-12-02|2014-12-05|O'Hara|Michael|
3479|Team Chadron|Statement of Organization|2014-10-22|2014-11-21|1000.00|RED/PAID|375.00|2015-09-08|2015-09-08|||
3490|Bob Tiemann for Legislature|Report of Late Contribution|2014-10-27|2014-11-03|700.00|RED/PAID|25.00|2015-04-08|2015-04-08|Tiemann|Bob|
3497|ANR Pipeline Company|Report of Earmarked Contribution|2014-09-15|2014-12-31|750.00|REDUCED|0.00|2015-01-29||||
3498|ANR Pipeline Company|Report of Earmarked Contribution|2014-09-15|2014-09-04|750.00|REDUCED|0.00|2015-01-29||||
3508|Truckers PAC|2014 Post General Campaign Statement|2015-01-13|2015-01-16|75.00|PAID|||2015-01-30|||
3516|Gale for Secretary of State|14 Post General Campaign Statement|2015-01-13|2015-01-16|75.00|REDUCED|0.00|2015-01-30||Gale|John|
3536|Don Kelly for County Board|2014 Annual Campiagn Statement|2015-02-02|2015-02-11|225.00|REDUCED|0.00|2015-02-23||Kelly|Don|
3541|Colgan for Clerk|14 Post General Campaign Statement|2015-01-13|2015-02-11|725.00|REDUCED|0.00|2015-02-26||Colgan|Rick|
3542|Committee to Elect Tommy Garrett|14 Post General Campaign Statement|2015-01-13|2015-01-21|200.00|PAID|||2015-05-14|Garrett|Tommy|
3048|Nebraskans for Responsible Government|Report of Late Independent Expenditure|2012-11-01|2012-11-06|500.00|PAID|||2013-04-17|||
3002|Committee to Elect Brenda Council|12 1st Primary Election Campaign Statement|2012-04-16|2012-04-18|50.00|PAID|||2012-09-04|Council|Brenda|
3016|Aaron A. Clark for School Board|2012 1st General Campaign Statement|2012-10-09|2012-10-24|375.00|RED/PAID|25.00|2012-11-02|2012-11-02|Clark|Aaron|
3066|Firefighters for Better Government|2012 Post General Campaign Statement|2013-01-15|2013-01-25|250.00|PAID|||2013-02-01|||
3083|Dwight Livingston for Mayor|2012 Post General Campaign Statement|2013-01-15|2013-01-25|250.00|REDUCED|0.00|2013-02-26||Livingston|Dwight|
3085|Nebraskans for Nebraska|Report of Late Independent Expenditure|2012-11-05|2013-01-15|1211.17|REDUCED|0.00|2013-02-08||||
3088|Committee to Elect Brenda Council|2012 Post General Campaign Statement|2013-01-15|2013-01-24|225.00|PAID|||2013-03-11|Council|Brenda|
3090|Steve Hespen for Sheriff|2012 Annual Campaign Statement|2013-01-31|2013-02-07|175.00|REDUCED|0.00|2013-02-26||Hespen|Steve|
3098|Nebraskans for Nabity|2012 Annual Campaign Statement|2013-01-31|2013-02-05|125.00|PAID|||2013-03-05|Nabity|Dave|
3102|Reelect David P. Black for Mayor|2012 Annual Campaign Statement|2013-01-31|2013-02-13|325.00|REDUCED|0.00|2013-02-25||Black|David|
3116|Tom Carlson for Legislature|2012 Annual Campaign Statement|2013-01-31|2013-02-19|475.00|PAID|||2013-02-20|Carlson|Tom|
3117|Citizens for Restoring Responsible Government|2012 Annual Campaign Statement|2013-01-31|2013-02-11|275.00|REDUCED|0.00|2013-03-06||||
3119|Lautenbaugh for Legislature|2012 Annual Campaign Statement|2013-01-31|2013-02-01|25.00|PAID|||2013-04-11|Lautenbaugh|Scott|
3143|Seiler for Unicamerial|Report of Late Contribution|2012-11-02|2013-01-15|1200.00|REDUCED|0.00|2014-04-08||Seiler|Les|
3147|Nebraskans to Preserve Term Limits|Statement of Organization|2012-10-19|2012-10-25|600.00|REDUCED|0.00|2013-06-11||||
3153|Matt Scanlan for OPS Board|Report of Late Contribution|2013-03-27|2013-03-28|100.00|REDUCED|0.00|2013-04-18||Scanlan|Matt|
3162|Friends of Chris Jerram|2013 2nd General Campaign Statement|2013-05-06|2013-05-07|25.00|PAID|||2013-06-04|Jerram|Chris|
3200|NE GPLDC PAC Fund|2013 Post General Campaign Statement|2013-06-24|2013-07-10|400.00|PAID|||2014-05-06|||
3207|NE Republican Party|Report of Late Contribution|2013-04-29|2013-06-17|1200.00|REDUCED|0.00|2013-08-02||||
3209|Roric Paulman for Legislature|Statement of Organization|2013-06-30|2013-07-12|300.00|REDUCED|0.00|2013-08-06||Paulman|Roric|
3213|Ed Truemper for City Council|Report of Late Contribution|2013-05-13|2013-07-18|1135.59|REDUCED|0.00|2013-07-19||Truemper|Ed|
3214|Yolanda R. Williams for OPS|2013 Post General Campaign Statement|2013-06-24|2013-06-25|25.00|REDUCED|0.00|2013-07-24||Williams|Yolanda|
3223|NE Democratic Womens Caucus|13 2nd General Campaign Statement|2013-04-29|2013-08-06|750.00|REDUCED|0.00|2013-08-19||||
3230|Mike Meister for Legislature|Statement of Organization|2013-10-10|2013-10-17|175.00|REDUCED|0.00|2013-10-17||Meister|Mike|
3235|Nolte for Legislature|Statement of Organization|2014-01-21|2014-01-27|150.00|REDUCED|0.00|2014-02-12||Nolte|Ron|
3236|Independent Insurance Agents of NE PAC|13 Annual Campaign Statement|2014-01-31|2014-02-07|175.00|PAID|||2014-02-24|||
3255|Mines for OPPD|13 Annual Campaign Statement|2014-01-31|2014-02-18|450.00|REDUCED|0.00|2014-03-28||Mines|Mick|
3261|Patrick Bourne for School Board|13 Annual Campaign Statement|2014-01-31|2014-02-11|275.00|PAID|||2014-04-08|Bourne|Patrick|
3262|Friends of Ron Hartnett Committee|13 Annual Campaign Statement|2014-01-31|2014-03-21|750.00|REDUCED|0.00|2014-06-02||Hartnett|Ron|
3289|McCoy for Governor|14 1st Primary Campaign Statement|0214-04-14|2014-04-15|25.00|PAID|||2014-05-02|McCoy|Beau|
