Committee ID Number|Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee Type|Date Received|Postmark Date|Nature Of Filing|Ballot Question|Oppose Ballot Question|Ballot Type|Date over Theshold|Acronym|Separate Seg Political Fund ID|Separate Segregated Political Fund Name|SSPF Address|SSPF City|SSPF State|SSPF Zip|SSPF Type|Date Dissolved|Date of Next Election|Election Type|Won General|Won Primary
99CAC00699|TIM LONERGAN FOR CITY COUNCIL # 7 (DISSOLVED)|9641 RUGGLES ST|OMAHA|NE|68134|C|2004-09-23|2004-09-22|I||0|I|2004-09-23|||||||||2006-01-26|2005-05-05|P||
13CAC01766|TIM LONERGAN FOR CITY COUNCIL DISTRICT #7|9641 RUGGLES STREET|OMAHA|NE|68134|C|2013-01-30||I||||1900-01-01|||||||||2013-12-18|2013-04-03|P||
10CAC01396|TIM LONERGAN FOR LEGISLATURE(NOW OMAHA CITY COUNCI|9641 RUGGLES STREET|OMAHA|NE|68134|C|2010-04-26|2010-04-26|I||||2010-04-26|||||||||2013-01-30|2010-11-02|G||1
14CAC02002|TIM PATRAS FOR ROCAL VILLAGE BOARD||LINCOLN|NE|68509|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-11-04|||
99CAC00497|TIM POTTER ELECTION COMMITTEE|5571 WALNUT STREET|OMAHA|NE|68106|C|2006-10-10|2006-10-10|I||0|I|1978-01-01|||||||||2009-01-28|2006-11-07|P||
13CAC01772|TIMOTHY ASHFORD FOR CITY COUNCIL (DISSOLVED)|PO BOX 386|OMAHA|NE|68102|C|2013-02-22|2013-02-22|I|||O|2013-02-22|||||||||2015-02-26|2013-04-02|P||
12CAC01666|TIMOTHY ASHFORD FOR LEGISLATURE (DISSOLVED)|300 SOUTH 19TH SUTE 316|OMAHA|NE|68102|C|2012-05-24|2012-05-23|I||||2012-05-23|||||||||2013-02-22|2012-11-06|G||1
14CAC01903|TINGELHOFF FOR COUNTY ATTORNEY (NOT REGISTERED)|NOT REGISTERED|WAHOO|NE|68066|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-05-13|P||
08CAC01083|TINGELHOFF FOR LEGISLATURE     |8901 NO. 138TH STREET|OMAHA|NE|68142|C|2008-02-08|2008-02-07|I||||2008-02-18|||||||||2008-06-23|2008-05-13|P||
08CAC01192|TJ HEINERT FOR PAPILLION CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|PAPILLION|NE|68046|C|1900-01-01|1900-01-01|I||||2008-09-10||||||||||2008-11-04|G||
08CAC01292|TJ HIENNERT FOR PAPILLION CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68525|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
09CAC01368|TOBERLIN BURGER FOR LINCOLN CITY COUNCIL (NR)|NOT REGISTERED|LINCOLN|NE|68508|C|2009-03-31|2009-03-31|I||||2009-03-31||||||||||2009-04-07|||
10CAC01472|TOBERLIN BURGER SCC BOARD (NOT REGISTERED)||LINCOLN|NE|68508|C|1999-01-01|1999-01-01|I||||1999-01-01||||||||||2010-05-11|||
12CAC01742|TODD CLARKE CAMPAIGN (NOT REGISTERED)|4412 S. 162 AVE|OMAHA|NE|68135|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2012-11-06|||
10CAC01468|TODD FRAZIER FOR LEGISLATURE|614 S 113TH STREET|OMAHA|NE|68154|C|2010-06-22|2010-06-22|I||||2010-05-10|||||||||2011-03-14|2010-11-02|G||
14CAC01937|TODD WILTGEN FOR COUNTY COMMISSIONER |7010 N. 15TH|LINCOLN|NE|68521|C|2014-05-20|2014-05-19|I||||2014-05-09||||||||||2014-05-13|P||
99CAC00588|TOM BAKER FOR DISTRICT #66 SCHOOL BOARD (DISSOLVED|207 NORTH 92ND STREET|OMAHA |NE|68114|C|2002-03-15|2002-03-14|I||0|I|2002-03-15|||||||||2014-01-31|2002-05-14|P||
12CAC01744|TOM BARRETT FOR OPPD|4907 WEBSTER ST|OMAHA|NE|68132|C|2012-11-02|2012-10-31|I||||2012-10-01||||||||||2012-11-06|G||
12CAC01732|TOM BARRETT FOR OPPD (NOT REGISTERED)|UNKNOWN|OMAHA |NE|68114|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2012-11-06|G||
06CAC00892|TOM BERRETT FOR DOUGLAS COUNTY COURT CLERK (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68132|C|2006-05-03||||||9999-12-31|||||||||||||
13CAC01818|TOM CARLSON FOR GOVERNOR|PO BOX 84008|LINCOLN|NE|68501|C|2013-08-05|2013-08-05|I||||2013-08-02|||||||||2014-07-30|2014-05-14|P||
05CAC00733|TOM CARLSON FOR LEGISLATURE (DISSOLVED)|1112 BROWN ST|HOLDREGE|NE|68949|C|2005-07-26|2005-07-25|I||||2005-07-25|||||||||2014-01-07|2010-11-10|G||1
99CAC00155|TOM CAVANAUGH FOR COUNTY CLERK|4708 SHIRLEY STREET|OMAHA|NE|68106|C|1987-03-20|1987-03-20|I||0|I|1987-03-20||||||||||2012-11-16|G||1
08CAC01224|TOM DOWD FOR MUD (2008)|3809 HAWKWOODS CIRCLE|OMAHA|NE|68112|C|2008-10-16|2008-10-15|I||||2008-10-15|||||||||2009-12-17|2008-11-04|||
14CAC01995|TOM GREEN FOR NRD (NOT REGISTERED)||LINCOLN|NE|68509|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-11-04|||
12CAC01689|TOM GREEN FOR OPS BOARD - NOT REGISTERED|15220 MARY STREET|OMAHA|NE|68116|C|2012-06-25|1900-01-01|I||||1900-10-10||||||||||2012-11-04|G||
06CAC00932|TOM MARTENS FOR COUNTY SUPERVISOR (NOT REGISTERED)|3473 14TH AVE EAST|COLUMBUS|NE|68601|C|1978-01-01|1978-01-01|I||||1978-01-01||||||||||2006-05-09|P||
06CAC00840|TOM MAUPIN FOR SARPY COUNTY COMMISSIONER #2||Scottsbluff|NE|68500|C|2006-04-07|2006-04-06|I||||1978-01-01||||||||||2006-05-09|P||
06CAC00913|TOM NOECKER FOR LEGISLATURE #40 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|ZIP NOT VALID|NE|68239|C|2006-05-16||||||9999-12-31|||||||||||||
05CAC00727|TOM OSBORNE FOR GOVERNOR |525 SOUTH 13TH STREET |LINCOLN|NE|68508|C|2005-05-20|2005-05-20|I||||2005-05-19|||||||||2007-03-07|2006-05-09|P||
99CAC00527|TOM PRICE FOR NRD DISTRICT#5|PO BOX 80638|LINCOLN|NE|68501|C|2000-10-23|2000-10-20|I||0|I|2000-10-18||99IRC00191||||||R|2000-11-14|2000-11-07|G|0|0
07CAC01041|TOM SCHOMMER FOR MAYOR|404 WILLIAM STREET, PO BOX 1082|NORFOLK|NE|68701|C|2007-10-05|2007-10-04|I||||2007-10-01|||||||||2010-01-07|2008-11-04|P||
09CAC01329|TOM WHITE CITY COUNCIL (NR)|NOT REGISTERED COMMITTEE|OMAHA|NE|68102|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2009-05-04|||
11CAC01586|TONY FULTON COMMITTEE (DISSOLVED 2013)|6100 S. 31ST STREET|LINCOLN |NE|68516|C|2011-06-30|2011-06-30|I||||1900-01-01|||||||||2013-01-08|2012-05-04|P||
09CAC01383|TONY FULTON COMMITTEE (FOR TREASURER 2010)|6100 S. 31ST STREET|LINCOLN |NE|68516|C|2009-09-16|2009-09-16|I||||2009-11-16|||||||||2011-06-30|2010-05-11|P||
06CAC01010|TONY FULTON FOR LEGISLATURE (2008)|6100 S. 31ST STREET|LINCOLN |NE|68516|C|2006-12-21|2006-12-28|I||||2006-12-19|||||||||2009-09-16|2008-11-07|G||1
08CAC01157|TONY JOHNSON FOR COUNTY COMMISSIONER (NR)|220 LAWRENCE ROAD|GRESHAM|NE|68367|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-05-13|||
14CAC02010|TONY KAUFMAN FOR MAYOR|2310 SHADOW RIDGE DR |GERING|NE|69341|C|2014-10-22|2014-10-20|||||2014-10-17||||||||||2014-11-04|G|1|
07CAC01029|TONY KEMNA AIRPORT AUTHORITY (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68507|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2007-04-03|P||
05CAC00723|TONY MERRITT FOR SCHOOL BOARD COMMITTEE|2635 C STREET|LINCOLN|NE|68502|C|2005-04-12|2005-04-12|I||||2005-04-12|||||||||1900-01-01||||
99CAC00583|TONY OJEDA FOR LEGISLATURE|6211 O ST STE B|LINCOLN|NE|68510|C|2002-02-25|2002-02-25|I|.|0|I|2002-02-21|||||||||2007-01-16|2006-11-07|G||1
99CAC00351|TRACI L. CERNY FOR REGISTER OF DEEDS (DISSOLVED)|3053 41 AVENUE,|COLUMBUS|NE|68601|C|1998-02-25|1998-02-25|I||0| |1998-02-25|       |          |||||||1998-09-04|1998-05-04|P|0|0
09CAC01334|TRAVIS FORSMAN FOR LEARNING COUNCIL #2 (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
08CAC01082|TRAVIS WAGNER FOR LEGISLATURE (DISSOLVED)|7720 RINGNECK DR.|LINCOLN|NE|68506|C|2008-01-31|2008-01-31|I||||2008-01-31|||||||||2010-01-22|2008-11-07|G||1
13CAC01763|TRENT FELLERS FOR CITY COUNCIL AT LARGE|3939 EVERETT STREET|LINCOLN|NE|68506|C|2013-01-22|2013-01-22|I||||2012-01-17||||||||||2012-04-09|||
99CAC00486|TRIMBLE FOR LEGISLATURE|HWY 97 SOUTH|||692010427|C|2000-05-16|2000-05-16|I||0|I|2000-05-06|||||||||2004-01-27|2004-01-01|G||1
06CAC00818|TRISH LANPHIER FOR DOUGLAS CLERK OF THE DIST.COURT|1311 TURNER BLVD|OMAHA|NE|68105|C|2006-03-28|2006-03-25|I||||2006-03-18|||||||||2007-12-18|2006-11-07|P||
14CAC02019|TROY HAWK FOR LANCASTER COUNTY CLERK (NOT REGISTER|NOT REGISTERED|LINCOLN|NE|68512|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-11-04|G||
99PAC00093|TRUCKERS PAC|1701 'K' STREET,|LINCOLN|NE|68508|S|1998-10-13|1998-10-12|I||0|I|1998-10-13||||||||||2006-11-07|G||
11CAC01585|TURCO FOR LEGISLATURE|16330 WRIGHT CIRCLE |OMAHA|NE|68130|C|2011-07-11|2011-07-08|I||||2011-07-08||||||||||2012-11-06|G||1
08BQC00234|TWIN RIVER PUBLIC SCHOOL COMMITTEE (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68510|B|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
99CAC00340|TYSON FOR LEGISLATURE (GENE)(DISSOLVED)|201 N 9TH ST|NORFOLK|NE|68701|C|1996-04-12|1994-04-12|I||0|I|1996-04-12|       |          |||||||2005-01-26|2000-11-07|P|0|0
06CAC00963|UHE FOR METRO COLLEGE BOARD|307 E 7TH STREET|PAPILLION|NE|68046|C|2006-10-10|2006-10-06|I||||2006-10-03|||||||||2007-01-16|2006-11-07|||
99BQC00029|UNO FACULTY PAC|Dept. of Economics, 60th & Dodge St.|OMAHA|NE|68182|S|1998-11-12|1998-11-11|I||0|I|1998-11-12|       |          |||||||2000-07-12|1998-05-04|P|0|0
99CAC00123|URWILLER FOR PUBLIC SERVICE|38290 347TH ROAD|RAVENNA|NE|68869|C|1986-03-25|1986-03-25|I||0|I|1986-03-25|       |          |||||||2004-06-14|2000-11-02|P|0|0
06CAC00939|VACANTI ELECTION COMMITTEE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|2006-09-07|2006-09-07|||||9999-12-31|||||||||||||
09CAC01370|VAL SCMIEDESKAMP FOR AIRPORT AUTHORITY (NR)|NOT REGISTERED|LINCOLN|NE|68508|C|2009-03-31|2009-03-31|I||||2009-03-31||||||||||2009-04-07|||
08CAC01181|VALDEZ FOR STATE BOARD OF EDUCATION (DISSOLVED)|3508 NORTH 59TH STREET|OMAHA|NE|68104|C|2008-10-29|2008-10-28|I||||2008-10-13|||||||||2011-07-01|2008-11-04|G||
14CAC01924|VALENCIA FOR LEGISLATURE (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68503|C|9999-12-31|9999-12-31||||O|9999-12-31|||||||||||||
99CAC00425|VALENTINE FOR LEGISLATURE (DISSOLVED)|2660 PARK AVE|LINCOLN|NE|68502|C|2000-02-01|2000-02-01|I||0|I|2000-02-02||99IRC00068||||||R|2000-08-18|2000-05-09|P|0|0
15CAC02053|VALERIE CALDERON FOR BENNINGTON BOARD EDUC (NR)|NOT A REGISTERED COMMITTEE|BENNINGTON|NE|68007|C|9999-12-31||||||9999-12-31|||||||||||||
08CAC01302|VALERIE FISHER FOR PAPILLION SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|DANBURY|NE|69026|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
08CAC01184|VAN '09 FOR MAYOR COMMITTEE|1941 S. 42ND STREET, #107 |OMAHA|NE|68105|C|2008-08-25|2008-08-23|I||||2008-09-09|||||||||2009-01-15|2008-04-07|P||
06CAC00916|VAN ARGYRAKIS FOR REGENT #4 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68105|C|2006-05-16||||||9999-12-31|||||||||||||
12CAC01671|VAN PHILLIPS FOR STATE SENATE (DISSOLVED)|120 OAKMONT DRIVE|SOUTH SIOUX CITY |NE|68776|C|2012-04-25|2012-04-24|I||||2012-04-17|||||||||2014-08-18|2012-11-06|G||1
99CAC00341|VANKAT FOR CITY COUNCIL|5807 South 18th Street,|OMAHA|NE|68107|C|1997-02-20|1997-02-20|I||0| |1997-02-20|       |          |||||||1998-12-07|1997-11-04|G|0|0
15CAC02109|VARGAS FOR NEBRASKA|713 CANIGLIA PLAZA|OMAHA|NE|68108|C|2015-11-13|2015-11-12|I||||2015-11-03||||||||||2016-05-10|P||1
11CAC01587|VERN BARRETT FOR LEGISLATURE|130 W. ELM, BOX 36|CERESCO|NE|68017|C|2011-07-08|2011-07-07|I||0||2011-09-15|||||||||2014-01-24|2012-11-06|G||1
07CAC01049|VERN BARRETT FOR LEGISLATURE (DISSOLVED)|BOX 36, 130 W ELM |CERESCO|NE|68017|C|2007-11-20|2007-11-19|I||||2007-11-16|||||||||2008-06-23|2008-05-13|P||
14CAC01911|VERN JANTZEN NORRIS PUBLIC POWER BOARD(NOT REGISTE|NOT A REGISTERED COMMITTEE|ZIP NOT VALID|NE|57975|C|2014-04-14||||||9999-12-31|||||||||||||
08CAC01136|VERN POWERS FOR MAYOR|5911 QUAIL RIDGE AVENUE|HASTINGS|NE|68901|C|2008-04-29|2008-04-28|I||||2008-04-28|||||||||2014-06-06|2008-05-13|P||
12CAC01665|VERNON J. DAVIS FOR LEGISLATURE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68131|C|2012-04-17||I||||9999-12-31|||||||||||||
15CAC02111|VEST FOR LEGISLATURE (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68521|C|1900-01-01||||||2015-01-01|||||||||||||
08CAC01256|VICKI SAUNDERS FOR CITY COUNCIL (NOT REGISTERED)|505 E. WALNUT|NORFOLK|NE|68701|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2008-11-04|||
99CAC00569|VICKIE MCDONALD FOR LEGISLATURE (DISSOLVED)|PO BOX 76 RT 2 BOX 99|LEXINGTON|NE|68820|C|2001-11-08|2001-11-07|I||0|I|2001-11-01|||||||||2009-02-02|2004-11-02|G|1|1
99CAC00688|VIRGIL FROEHLICH FOR NPPD BOARD|1900 NORFOLK AVENUE|NORFOLK|NE|68701|C|2004-05-20|2004-05-19|I||0|I|2004-05-18|||||||||2012-02-13|2004-11-05|G||1
10CAC01508|VIRGIL KING FOR LEXINGTON SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|LEXINGTON|NE|68850|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
08CAC01312|VOKAL FOR MAYOR (DISSOLVED)|119 SOUTH 51ST STREET|OMAHA|NE|68132|C|2008-12-02|2008-12-01|I||||2001-01-15|||||||||2012-01-12|2009-05-12|P||
08CAC01253|VOLCEK FOR MAYOR|216 CHURCH STREET|NORTH PLATTE|NE|69101|C|2008-11-05|2008-11-03|I||||2008-10-22|||||||||2008-12-18|2008-11-04|G||
08BQC00182|VOTE  YES FOR KIDS (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|B|1900-01-01|1900-01-01|I||0||2008-01-10||||||||||2008-05-13|P||
99BQC00079|VOTE 4 DISTRICT 46|12601 S. 71ST STREET|PAPILLION|NE|68133|B|2002-10-25|2002-10-24|I|SOUTH SARPY D46 BOND ISSUE TO UPDATE PLATTEVIEW HI|0|I|2002-08-16||99IRC00318||||||R|2003-03-14|2002-10-01|G|0|0
13BQC00355|VOTE 4 HOLDREGE KIDS (DISSOLVED)|420 EAST AVE, PO BOX 822|HOLDREGE|NE|68949|B|2013-04-11|2013-04-09|I|2013 Elementary School Bond |0||2013-04-03|||||||||2015-03-05|2013-05-14|||
13CAC01783|VOTE FOR AL-AMIN (DISSOLVED)|4707 N. 34TH AVE|OMAHA|NE|68111|C|2013-04-15|2013-04-13|I||||1900-01-01|||||||||2013-06-25|2013-05-14|G||
99BQC00095|VOTE FOR AMENDMENT 4 (DISSOLVED)|301 SOUTH 12TH ST SUITE 140A|LINCOLN|NE|68508|B|2004-06-07|2004-06-07|I|ALLOW 10% OF LOTTERY FUNDS USED FOR STATE FAIR    |0|I|2004-05-28|||||||||2005-05-17|2004-11-05|G||
05BQC00109|VOTE FOR THE DOGS |6891 A STREET SUIITE 210 PMB 114|LINCOLN|NE|68510|B|2005-06-10|2005-06-10|I|INITIATIVE PETITION Amend Nebraska Statute 54-625,54-627,54-640,54-641|0|I|1900-01-01||||||||||2006-11-07|G||
10CAC01513|VOTE KLEEB COMMITTEE|1010 N DENVER AVENUE|HASTINGS|NE|68901|C|2010-11-02|2010-11-01|I||||2010-10-31|||||||||2013-02-20|2010-11-02|G||
12CAC01637|VOTE NEKUDA TEAM (DISSOLVED)|3703 MARIE STREET|BELLEVUE|NE|68147|C|2012-03-20|2012-06-20|I||||2012-03-19|||||||||2012-06-21|2012-05-15|||
14BQC00389|VOTE NO FOR NOW (DISSOLVED)|205 S 11TH |TEKAMAH|NE|68061|B|2014-09-17|2014-09-16|I|Tekamah- Herman School Dist Bond Issue|1|O|2014-09-04|||||||||2014-12-01|2014-11-04|G||
99BQC00046|VOTE NO ON DOMA COMMITTEE|1105 HOWARD STREET|OMAHA|NE|68102|B|2000-07-13|2000-07-13|I|DEFINE & RECOGNIZE MARRIAGE AS UNION 1MAN & 1WOMAN|1|I|2000-07-13||99IRC00152|ROBIN FUNK|615 WILLIAM ST|OMAHA|NE|68106|R|2000-11-29|2000-11-07|G|1|0
99BQC00048|VOTE NO TO SAVE LIVES|2825 WOODSDALE BLVD|LINCOLN|NE|68502|B|2000-08-24|2000-08-24|I|PROHBT THE FIRE DEPT FROM PRVDG AMBU SRVC         |1|I|2000-08-03|||||||||2002-02-19|2000-11-07|G||1
99BQC00087|VOTE ON TOTAL ENHANCEMENT (DISSOLVED)|671 S RED FOX LANE|COLUMBUS|NE|68601|B|2003-10-16|2003-10-16|I|COLUMBUS HIGH SCHOOL BUILDING RENOVATION          |0|I|2003-10-10|VOTE   |99IRC00352||||||R|2004-03-26|2003-10-14|P|0|0
99BQC00030|VOTE ON TOTAL EQUITY (V.O.T.E.) (DISSOLVED)|P.O. BOX 1496,|COLUMBUS|NE|68602|B|1999-01-28|1999-01-27|I|/                                                 |0|I|1999-01-28|       |          |||||||1999-05-04|1999-05-04|G|0|0
12BQC00315|VOTE YES FOR BCS (DISSOLVED)|2612 HILLVIEW DRIVE|ALBION |NE|68620|B|2012-05-09||I|Will Ask Boone Central Dist 1 patrons whether or not they will approve the issuance of 20.85 million in bonds for construction of a new 9-12 high school and renovation of exsisting facilities. |0||2012-05-08|||||||||2015-04-10|2012-05-15|P||
14BQC00391|VOTE YES FOR OPS KIDS COMMITTEE|11421 DAVENPORT ST|OMAHA|NE|68154|B|2014-09-22|2014-09-18||Omaha Public School Bond Issue|0|F|2014-09-15||||||||||2014-11-04|G||
14BQC00386|VOTE YES FOR SHS (DISSOLVED)|1110 MOCKINGBIRD DRIVE|SCOTTSBLUFF|NE|69361|B|2014-09-02|2014-08-02|I|+Scottsbluff public schools bond issu for high school renovation and construction project|0|O|2014-08-20|||||||||2015-07-27|2014-11-04|G||
14BQC00393|VOTE YES FOR THE LIBRARY (DISSOLVED)|3001 MACH 1DR |NORFOLK|NE|68701|B|2014-09-22|2014-09-18||Approve temporary (36 Month) .5 cent sales tax for Norfolk Public Library|0|F|2014-09-15|||||||||2015-11-18|2014-11-04|G||
15BQC00412|VOTE YES FOR WESTSIDE KIDS COMMITTEE (DISSOLVED)|409 SOUTH 17TH STREET|OMAHA|NE|68102|B|2015-03-13|2015-03-13|I|WESTSIDE COMMUNITY SCHOOL BOND ISSUE|0||2015-03-10|||||||||2015-07-27|2015-05-12|||
11BQC00293|VOTE YES GRETNA COMMITTEE|21890 PLUM CREEK DRIVE; PO BOX 555|GRETNA|NE|68028|B|2011-02-03|2011-02-02|I|City of Gretna Tourism and Redevelopment (LB1018)|0||2011-01-31|||||||||2011-03-04|2011-02-15|G||
09BQC00258|VOTE YES ON AMENDMENT COMMITTEE (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68134|B|9999-12-31|9999-12-31|I|For Nebraska Constitutional Amendment Tax Exempt Municipal Bonds (LR5CA)|0||9999-12-31||||||||||9999-12-31|||
10BQC00281|VOTE YES ON JOBS (DISSOLVED)|PO BOX 1249|NORTH PLATTE|NE|69103|B|2010-10-13|2010-10-11|I|Quality Growth Fund|0|I|2010-09-28|||||||||2012-02-03|2010-11-02|G||
99CAC00125|WAGNER FOR SHERIFF|2320 THE KNOLLS|LINCOLN|NE|68512|C|1994-05-06|1994-05-06|I||0|I|1994-05-06||||||||||2006-11-07|G|1|
06CAC00832|WALLMAN FOR LEGISLATURE (DISSOLVED)|5696 SW 2 RD|CORTLAND|NE|68331|C|2006-04-05|2006-04-04|I||||2006-03-29|||||||||2015-08-24|2010-11-02|G||1
09CAC01360|WALT PEFFER FOR CITY COUNCIL DIST #6 (DISSOLVED)|1612 DOUGLAS STREET|OMAHA|NE|68154|C|2009-03-12|2009-03-11|I||||2009-03-09|||||||||2011-03-31|2009-04-07|P||
99CAC00513|WARNER FOR LEGISLATURE (DISSOLVED)|1140 COACHMAN&#39;S DRIVE|LINCOLN|NE|68510|C|1980-09-26|1980-09-26|I||0|I|1980-09-26||99IRC00169||||||R|1997-04-22|1998-11-07|G|1|1
99PPC00047|WASHINGTON COUNTY DEMOCRATIC PARTY|1031 N. 28th Street,|BLAIR|NE|68008|T|1977-08-03|1977-08-03|I||0|I|1977-08-03|       |          |||||||2000-01-03|2000-05-04|P|0|0
99PPC00051|WASHINGTON COUNTY REPUBLICAN PARTY|1219 SOUTH ST|BLAIR|NE|68008|T|1977-08-26|1977-08-25|I||0|I|1977-08-10||99IRC00039||||||R|2000-06-02|1998-05-04|P|0|0
06CAC00869|WATERCLAIM PEC (DISSOLVED)|554 KRAMER STREET|IMPERIAL|NE|69033|I|2006-04-25|2006-04-24|I||||2006-04-06|||||||||2014-02-14|2008-11-04|G||
12CAC01657|WATERMEIER FOR LEGISLATURE|2529 J ROAD |SYRACUSE|NE|68446|C|2012-04-11||I||||2012-04-09||||||||||2012-11-06|G|1|1
99CAC00126|WATSON COMMITTEE, THE|3540 Graham Avenue,|GRAND ISLAND|NE|68803|C|1998-03-23|1998-03-23|I||0|I|1998-03-23||||||||||2006-11-07|G||
12CAC01700|WATTS FOR BOARD OF EDUCATION|1418 16TH AVE|KEARNEY|NE|68845|C|2012-08-23||I||||2012-08-21|||||||||2013-02-07|2012-11-06|G||
15CAC02039|WAYNE HOHNDORF - COUNTY TREASURER (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68104|C|9999-12-31||||||9999-12-31|||||||||||||
10CAC01525|WAYNE MATTSON FOR LEARNING COMM. (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
06CAC00833|WEAVER FOR LEGISLATURE|70531 RD 428|BEAVER CITY|NE|68926|C|2006-04-05|2006-04-04|I||||2006-04-19|||||||||2006-06-05|2006-05-09|P||
99CAC00305|WEBER FOR OPPD|1307 North 97th Plaza,|OMAHA |NE|68114|C|1996-03-29|1996-03-29|I||0|I|1996-03-29|||||||||2010-12-28|2002-11-05|G|1|1
99CAC00367|WEED FOR NPPD BOARD|2805 Avenue F,|KEARNEY|NE|68847|C|1998-10-23|1998-10-22|I||0|I|1998-10-23|       |          |||||||1999-11-22|1998-11-04|G|0|0
13BQC00338|WEEPING WATER SCHOOL BOND 2013|104 N. EAST PARK ST.|WEEPING WATER|NE|68463|B|2013-03-29|2013-03-29|I|City of Weeping Water School Bond|0|F|2011-09-09|||||||||2013-06-17|2013-05-14|G||
99CAC00128|WEHRBEIN FOR LEGISLATURE|5812 Hwy 66,|PLATTSMOUTH|NE|68048|C|1986-02-11|1986-02-11|I||0|I|1986-02-11|||||||||2007-01-23|2002-11-05|G|1|1
06CAC00977|WEIMER FOR COUNTY ATTORNEY|1405 O STREET|GERING|NE|69341|C|2006-10-17|2006-10-17|I||||2006-10-17|||||||||2008-01-16|2006-11-07|G||
14CAC01885|WEIXELMAN FOR LD26|7339 YORK LANE|LINCOLN|NE|68505|C|2014-03-25|2014-03-25|I||||2014-03-24||||||||||2014-05-13|P||
10CAC01457|WELLENSTEIN FOR METRO (NOT REGISTERED)|20342 VANLEA DR.|GRETNA|NE|68028|C|1900-01-01|1900-01-01|||||1900-01-01||||||||||2010-05-11|||
99CAC00485|WELLENSTEIN FOR STATE SCHOOL BOARD|21922 GRANADA STREET|GRETNA|NE|68028|C|2000-05-16|2000-05-15|I||0|I|2000-05-09||99IRC00131||||||R|2000-08-23|2000-05-09|P|0|0
99PAC00075|WELLS FARGO STATE PAC (DISSOLVED 2012)|1248 O STREET|LINCOLN|NE|68508|S|1982-07-23|1982-07-23|I||0|I|1982-07-23|||||||||2012-10-03|2009-05-12|G||
06CAC00964|WENDY WALKER FOR REG OF DEEDS(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68144|C|2006-10-13||||||9999-12-31|||||||||||||
99PAC00088|WERNER ENTERPRISES,  PAC|14507 FRONTIER ROAD|OMAHA|NE|68138|S|1990-02-07|1990-02-07|I||0|I|1990-02-07||||||||||2012-11-08|G||
99CAC00535|WERNER FOR CITY COUNCIL|PO BOX 67092|LINCOLN|NE|68506|C|2000-11-06|2000-11-03|I||0|I|2000-12-07|||||||||2007-03-07|2001-05-01|G|1|1
99CAC00510|WESELY FOR LEGISLATURE (NOW CITIZENS FOR WESELY)|1521 N. 76TH STREET|LINCOLN|NE|68505|C|1981-09-14|1981-09-14|I||0|I|1981-09-14||99IRC00166||||||R|1999-02-05|1998-11-07|G|1|1
07BQC00179|WEST HOLT BOND COMMITTEE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|ATKINSON|NE|68713|B|1900-01-01|1900-01-01|I||||2007-10-23|||||||||||||
