ID|Corporation Name|Month Of Contribution|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Interest Paid
4025|Airlite Plastics Company|April|2013-05-10|2013-07-05|750.00|REDUCED|0.00|2013-07-10||
4034|IBEW Local 1521 |January|2013-05-10|2013-06-12|750.00|REDUCED|0.00|0213-07-02||
4043|Cox Communications (KS)|February|2013-03-11|2013-07-15|750.00|RED/PAID|25.00|2013-08-05|2013-08-05|
4066|Celebrate Life, Inc.|August|2012-09-10|2013-10-04|750.00|REDUCED|0.00|2013-10-17||
4073|Bridgeport Chamber of Commerce|August|2013-09-10|2013-12-09|750.00|REDUCED|0.00|2013-12-24||
4076|Platte Valley Bank|August|2013-09-10|2013-11-12|750.00|REDUCED|0.00|2014-01-03||
4087|Hampton Commercial Construction|January|2014-01-10|2014-01-16|150.00|REDUCED|0.00|2014-02-20||
4090|Koenig Farms, Inc.|January|2014-01-10|2014-01-31|525.00|REDUCED|0.00|2014-02-20||
4091|Lincoln Office Equipment dba Solution One|December|2014-01-10|2014-01-31|545.00|REDUCED|0.00|2014-02-14||
4107|Dr. Susan N. Christensen DDS PC|June|2013-07-10|2014-01-31|750.00|REDUCED|0.00|2014-02-13||
4111|Central Valley Irrigation|October|2013-11-12|2014-01-22|750.00|PAID|||2014-02-19|
4137|Thayer & Thayer, PC, LLO|November|2013-12-10|2014-02-21|750.00|REDUCED|0.00|2014-02-28||
4162|National Beer Wholesalers Association|May|2013-06-10|2014-02-25|750.00|REDUCED|0.00|2014-03-17||
4164|One Source, The Background Check Company|December|2014-01-10|2014-02-27|750.00|REDUCED|0.00|2014-03-17||
4169|Yahoo! Inc.|May|2013-06-10|2014-03-06|750.00|REDUCED|0.00|2014-03-19||
4176|NE Telecommunications Association|January|2013-02-11|2014-03-07|750.00|REDUCED|0.00|2014-03-20||
4180|Recording Industry Association of America|June|2014-07-10|2014-03-07|750.00|REDUCED|0.00|2014-03-20||
4193|NE Appleseed Center for Law in the Public Interest|January|2014-03-10|2014-03-13|75.00|PAID|||2014-04-21|
4198|Snitily Carr, Inc.|October|2013-11-12|2014-03-18|750.00|REDUCED|0.00|2014-04-08||
4200|Yost Law Firm|September|2013-10-10|2014-03-12|750.00|REDUCED|0.00|2014-04-07||
4202|Central Parts & Machine, Inc.|September|2013-10-10|2014-03-28|750.00|REDUCED|0.00|2014-04-10||
4206|Henn House Dairy, Inc.|October|2012-11-13|2014-03-26|750.00|REDUCED|0.00|2014-04-10||
4215|Monsanto Company - MO|July|2013-08-12|2014-02-24|750.00|REDUCED|0.00|2014-04-01||
4216|Omaha Police Union/Omaha Police Officers Assn|February|2014-03-10|2014-03-17|175.00|REDUCED|0.00|2014-04-24||
4230|Boilermakers Local Lodge No. 83|July|2013-08-12|2014-04-08|750.00|REDUCED|0.00|2014-05-21||
4235|John Stevens Berry PC|February|2014-03-10|2014-04-23|750.00|REDUCED|0.00|2014-05-15||
4238|Pinnacle Bank (Elkhorn)|March|2014-04-10|2014-04-22|600.00|REDUCED|0.00|2014-05-15||
4257|Burlington Capital Group LLC|December|2014-01-10|2014-05-16|750.00|REDUCED|0.00|2014-05-28||
4285|Wick's Truck Trailers, Inc.|March|2014-04-10|2014-05-22|750.00|REDUCED|0.00|2014-06-02||
4286|Action Communications Inc.|February|2014-03-10|2014-05-27|750.00|REDUCED|0.00|2014-06-06||
4295|NE Restaurant Association|February|2014-03-10|2014-05-28|750.00|REDUCED|0.00|2014-06-06||
4296|NE Retail Federation|February|2014-03-10|2014-05-28|750.00|REDUCED|0.00|2014-06-06||
4299|Bromm & Associates, LLC|April|2014-05-12|2014-06-03|550.00|REDUCED|0.00|2014-06-12||
4304|Keenan Management LLC|January|2014-04-10|2014-06-03|750.00|RED/PAID|25.00|2014-06-19|2014-06-20|
4305|Kelley Bean Company, Inc.|January|2014-02-10|2014-06-02|750.00|REDUCED|0.00|2014-06-13||
4306|Kramer Manufacturing|March|2014-04-10|2014-06-05|750.00|REDUCED|0.00|2014-06-12||
4307|Lashley Land Leasing|April|2014-05-12|2014-06-04|575.00|REDUCED|0.00|2014-06-12||
4309|Nets, Inc.|February|2014-03-10|2014-06-03|750.00|REDUCED|0.00|2014-07-14||
4310|Networks, Inc.|January|2014-02-10|2014-06-03|750.00|REDUCED|0.00|2014-06-11||
4311|Two Wheels LLC|January|2014-02-10|2014-06-03|750.00|REDUCED|0.00|2014-06-13||
4314|Bold Nebraska|April|2014-05-12|2014-06-09|700.00|REDUCED|0.00|2014-06-23||
4315|Branco, Inc.|January|2014-02-10|2014-06-09|750.00|REDUCED|0.00|2014-06-20||
4316|Clark J. Grant, PC|April|2014-05-12|2014-06-10|725.00|REDUCED|0.00|2014-06-23||
4319|Flatwater Apparel, Inc. dba T-Shirt Engineers|April|2014-05-12|2014-06-09|700.00|REDUCED|0.00|2014-06-19||
4320|Fremont Electric, Inc.|April|2014-05-12|2014-06-12|750.00|REDUCED|0.00|2014-06-23||
4322|Gifford Realty, Inc.|April|2014-05-12|2014-06-10|725.00|REDUCED|0.00|2014-06-23||
4325|High Plains Budweiser|January|2014-02-10|2014-06-13|750.00|REDUCED|0.00|2014-06-20||
4326|J.M. Seed, LLC|April|2014-05-12|2014-06-12|750.00|REDUCED|0.00|2014-06-20||
4327|Magnum Realty, Inc.|March|2014-04-10|2014-06-12|750.00|REDUCED|0.00|2014-06-23||
4328|Ragtime Holdings, LLC|February|2014-03-10|2014-06-09|750.00|REDUCED|0.00|2014-06-20||
4329|Ragtime Holdilngs, LLC|April|2014-05-12|2014-06-09|700.00|RED/PAID|25.00|2014-07-14|2014-07-14|
4330|Sid Dillon Chevrolet Fremont, Inc.|April|2014-05-12|2014-06-11|750.00|REDUCED|0.00|2014-06-23||
4334|Steele's Roofing & Construction Co, Inc.|April|2014-05-12|2014-06-09|700.00|REDUCED|0.00|2014-06-19||
4335|Steenblock Erectors, Inc.|April|2014-05-12|2014-06-12|750.00|REDUCED|0.00|2014-06-23||
4337|Amson Dembs Development Co. Inc.|April|2014-05-12|2014-06-20|750.00|REDUCED|0.00|2014-07-02||
4338|Bank of Doniphan|April|2014-05-12|2014-06-16|750.00|REDUCED|0.00|2014-07-02||
3856|CenturyLink|March|2012-04-10|2012-06-05|750.00|REDUCED|0.00|2012-06-26||
3857|Creston Fertilizer Company, Inc.|March|2012-04-10|2012-05-29|750.00|REDUCED|0.00|2012-06-26||
3861|Fremont Beef Company|April|2012-05-10|2012-06-11|750.00|RED/PAID|25.00|2012-07-02|2012-07-02|
3868|Pig Express|April|2012-05-10|2012-05-31|525.00|REDUCED|0.00|2012-06-26||
3874|PDM, Inc.|May|2012-06-11|2012-06-18|75.00|PAID|||2012-08-06|
3881|Bahr, Vermeer & Haecker Architects|May|2012-06-11|2012-07-24|750.00|REDUCED|0.00|2012-08-07||
3885|Meyer Associates, Inc.|April|2012-05-10|2012-08-09|750.00|REDUCED|0.00|2012-08-15||
3887|McCollister-Stokes LLC|June|2012-07-10|2012-07-24|350.00|REDUCED|0.00|2012-08-20||
3893|Enterprise Properties, Inc.|October|2011-11-10|2012-08-31|750.00|RED/PAID|25.00|2012-10-29|2012-10-26|
3894|12 Paws, Inc. dba Go-Dog Direct|January|2012-08-10|2012-09-21|750.00|REDUCED|0.00|2012-10-04||
3895|Friends of NE Racing, Inc.|April|2012-05-10|2012-09-05|750.00|PAID|||2012-09-24|
3896|McNeil Industrial, Inc.|January|2012-09-10|2012-09-19|225.00|REDUCED|0.00|2012-11-06||
3897|Clark Enersen Partners|July|2012-08-10|2012-09-26|750.00|RED/PAID|25.00|2012-11-30|2012-11-30|
3905|M.C. Egan Insurance|September|2012-10-10|2012-10-29|475.00|REDUCED|0.00|2012-11-13||
3906|Shelby Lumber Company, Inc.|April|2012-05-10|2012-11-02|750.00|REDUCED|0.00|2012-11-21||
3924|Eagle Distributing, Inc.|January|2012-04-10|2012-12-17|750.00|PAID|||2013-01-14|
3934|Pig Express|November|2012-12-10|2013-02-05|750.00|RED/PAID|25.00|2013-02-25|2013-02-22|
3935|Preister Well & Backhoe, Inc.|October|2012-11-13|2013-02-05|750.00|REDUCED|0.00|2013-02-15||
3938|Ho-Chunk, Inc.|September|2012-10-10|2013-02-13|750.00|RED/PAID|25.00|2013-05-31|2013-05-31|
3946|Kooper-Fellman, LTD|June|2012-07-10|2013-02-06|750.00|RED/PAID|25.00|2013-03-22|2013-03-22|
3947|Cox Communications|January|2013-02-11|2013-02-13|50.00|PAID|||2013-03-13|
3948|The Schemmer Associates, Inc.|October|2012-11-13|2013-02-20|750.00|REDUCED|0.00|2013-03-04||
3949|Time Warner Cable|October|2012-11-13|2013-02-26|750.00|REDUCED|0.00|2013-03-11||
3961|Amcon Distributing Company|February|2013-03-11|2013-03-22|275.00|REDUCED|0.00|2013-04-01||
3964|Meco-Henne Contracting, Inc.|February|2013-03-11|2013-03-18|175.00|REDUCED|0.00|2013-04-01||
3967|A.C. Nelsen Enterprises, Inc.|July|2012-08-10|2013-03-25|750.00|PAID|||2013-04-29|
3973|Firstar Fiber, Inc.|March|2013-04-10|2013-04-15|125.00|RED/PAID|25.00|2013-05-02|2013-05-02|
3982|Pella Products (WDD INC)|January|2013-02-11|2013-03-27|750.00|RED/PAID|25.00|2013-04-17|2013-04-17|
3986|STV Incorporated|February|2013-03-11|2013-04-19|750.00|REDUCED|0.00|2013-04-25||
3988|Urban Village|January|2013-02-11|2013-04-18|750.00|RED/PAID|25.00|2013-05-01|2013-05-01|
3989|Vann Realty Company|December|2013-01-10|2013-04-15|750.00|REDUCED|0.00|2013-04-25||
3993|Mechanical Contractors Assn of Omaha|January|2011-02-10|2013-04-15|750.00|REDUCED|0.00|2013-05-01||
3999|K & Z Distributing Company|February|2013-03-11|2013-05-02|750.00|REDUCED|0.00|2013-05-13||
4009|Bear Properties, Inc.|January|2013-02-11|2013-05-17|750.00|REDUCED|0.00|2013-05-23||
4014|Elify, Inc/V180 Media|April|2013-05-10|2013-02-04|750.00|REDUCED|0.00|2013-07-19||
4019|Roloff Construction Company|September|2012-10-10|2013-04-25|750.00|PAID|||2013-06-11|
4020|Cambium Data, Inc.|November|2012-12-20|2013-06-18|750.00|REDUCED|0.00|2013-06-27||
4023|Lund Company Investment, Inc.|March|2013-04-10|2013-06-11|750.00|REDUCED|0.00|2013-06-27||
4027|CSG Systems International, Inc.|February|2013-03-11|2013-06-28|750.00|REDUCED|0.00|2013-07-03||
4029|Cost of Discipleship Foundation|March|2013-04-10|2013-07-05|740.00|REDUCED|0.00|2013-07-10||
4032|Ebay, Inc.|March|2013-04-10|2013-06-24|750.00|REDUCED|0.00|2013-07-05||
4033|Health Care Information Systems|May|2013-06-10|2013-07-11|750.00|REDUCED|0.00|2013-07-18||
4046|Infrastructure Engineering, Inc.|February|2013-03-11|2013-07-18|750.00|REDUCED|0.00|2013-08-08||
4048|Great Plains Communications|June|2013-07-10|2013-08-01|550.00|REDUCED|0.00|2013-08-21||
4055|Mainelli Mechanical Contractors, Inc.|March|2013-04-10|2013-08-06|750.00|REDUCED|0.00|2013-08-16||
4056|Navarro Enterprise Construction, Inc.|May|2013-06-10|2013-08-07|750.00|REDUCED|0.00|2013-08-16||
4058|Deffenbaugh Industries, Inc.|June|2013-06-10|1900-01-01|750.00|PAID|||2013-08-12|
4083|Cheever Construction Company|December|2014-01-10|2014-01-28|450.00|REDUCED|0.00|2014-02-13||
4094|O'Hara Lindsay & Associates|December|2014-01-10|2014-01-15|125.00|REDUCED|0.00|2014-02-20||
4114|Midlands Testing Services|November|2013-12-10|2014-01-23|750.00|RED/PAID|25.00|2014-02-21|2014-02-21|
4127|IBEW Local 1483|January|2014-01-10|2014-02-05|650.00|REDUCED|0.00|2014-03-05||
4135|Ron Romero Consulting, Inc.|October|2013-11-12|2014-02-03|750.00|PAID|||2014-05-05|
4140|37 Land & Cattel Company dba R & B Seed|November|2013-12-10|2014-02-26|750.00|REDUCED|0.00|2014-03-17||
4141|Advanced Engineering Systems|December|2014-01-10|2014-02-28|750.00|REDUCED|0.00|2014-03-17||
4146|Facebook|May|2013-06-10|2014-02-28|750.00|REDUCED|0.00|2014-03-17||
4150|Hancock & Dana, PC|September|2013-10-10|2014-03-07|750.00|REDUCED|0.00|2014-03-19||
4159|Las Vegas Sands Corporation|November|2013-12-10|2014-03-03|750.00|PAID|||2014-04-23|
4167|Stalnaker Becker & Buresh PC|December|2014-01-10|2014-02-28|750.00|REDUCED|0.00|2014-03-17||
4175|NE Podiatry Association|December|2014-01-10|2014-03-14|750.00|PAID|||2014-03-14|
4178|Planetary Data, Inc.|November|2013-12-10|2014-02-24|750.00|REDUCED|0.00|2014-03-20||
4181|Allied Oil & Tire Company|September|2013-10-10|2014-03-17|750.00|REDUCED|0.00|2014-04-08||
4182|Ambassador Title Services|November|2013-12-10|2014-03-18|750.00|REDUCED|0.00|2014-04-08||
4183|AVG-CFM Coventry Estates, LLC|February|2014-03-10|2014-03-12|50.00|PAID|||2014-04-18|
4199|Valuation Services|September|2013-10-10|2014-03-12|750.00|REDUCED|0.00|2014-04-07||
4245|Jerry's Sheet Metal Heating & Cooling, Inc.|March|2014-04-10|2014-04-28|450.00|REDUCED|0.00|2014-06-04||
4253|Alfred Benesch & Company|April|2014-05-12|2014-05-23|275.00|REDUCED|0.00|2014-06-10||
4261|Farnam Capitol Advisors LLC|March|2014-04-10|2014-05-16|750.00|REDUCED|0.00|2014-06-05||
4263|Five Points Bank|January|2014-05-12|2014-05-20|200.00|REDUCED|0.00|2014-06-09||
4272|Stefka Agency Inc. dba Commercial Investment Svrs|February|2014-03-10|2014-05-09|750.00|REDUCED|0.00|2014-06-09||
4273|Stefka Agency Inc dba Commercial Investment Svcs|March|2014-04-10|2014-05-09|725.00|RED/PAID|25.00|2014-06-09|2014-06-09|
4317|Conway, Pauley & Johnson, PC|April|2014-05-12|2014-06-10|725.00|REDUCED|0.00|2014-06-19||
4318|Don Peterson & Associates|April|2014-05-12|2014-06-13|750.00|REDUCED|0.00|2014-06-23||
4321|Gene Steffy Ford|April|2014-05-12|2014-06-11|750.00|REDUCED|0.00|2014-06-23||
4323|Gottschalk's Athletic, LLC|July|2014-08-12|2014-06-13|750.00|REDUCED|0.00|2014-06-20||
4324|Green Plains|May|2014-06-10|2014-06-13|75.00|PAID|||2014-06-27|
4331|Sierra Trucking LLC|April|2014-05-12|2014-06-11|750.00|REDUCED|0.00|2014-06-20||
4332|Smithaca, LLC|March|2014-04-10|2014-06-09|750.00|REDUCED|0.00|2014-06-23||
4333|States Family Practice|April|2014-05-12|2014-06-13|750.00|REDUCED|0.00|2014-06-20||
4336|Pinnacle Bank|April|2014-05-12|2014-06-10|725.00|PAID|||2014-06-30|
3855|Almquist Maltzahn Galloway & Luth PC|April|2012-05-10|2012-06-04|625.00|REDUCED|0.00|2012-06-26||
3860|Fremont Beef Company|February|2012-03-12|2012-05-29|750.00|REDUCED|0.00|2012-07-02||
3876|M.E. Group, Inc.|March|2012-04-10|2012-06-27|750.00|REDUCED|0.00|2012-08-08||
3879|Futures Group, Inc.|May|2012-06-11|2012-07-19|750.00|REDUCED|0.00|2012-07-25||
3884|Jon Gilfry Investments Co.|February|2012-03-12|2012-08-06|750.00|REDUCED|0.00|2012-08-15||
3886|Wal-Mart Stores, Inc.|January|2012-04-10|2012-08-06|750.00|RED/PAID|25.00|2012-09-17|2012-09-17|
3900|Anheuser-Busch Companies|September|2012-10-10|2012-10-15|125.00|REDUCED|0.00|2012-11-19||
3901|Kiewit Corporation|January|2012-09-10|2012-10-17|750.00|PAID|||2012-11-07|
3909|Cargill, Incorporated|September|2012-10-10|2012-10-29|475.00|REDUCED|0.00|2012-11-15||
3910|Creston Fertilizer Company, Inc.|September|2012-10-10|2012-11-05|650.00|RED/PAID|25.00|2012-11-28|2012-11-28|
3912|Makovicka/Sylliaasen, PC|August|2012-09-10|2012-11-13|750.00|REDUCED|0.00|2012-11-21||
3913|NE State Council of Machinists|October|2012-11-13|2012-11-15|50.00|REDUCED|0.00|2012-11-26||
3914|NE State Council of Machinists|July|2012-08-10|2012-11-15|750.00|REDUCED|0.00|2012-11-26||
3918|RDG Schutte Wilscam Birge|October|2012-11-13|2012-11-30|425.00|PAID|||2012-12-17|
3919|Blue Cross Blue Shield of NE|January|2012-11-13|2012-12-12|725.00|REDUCED|0.00|2012-12-21||
3926|IBEW Local 22|January|2012-12-10|2012-12-27|425.00|PAID|||2013-01-16|
3933|Mead Lumber Company, Inc.|March|2012-04-10|2013-02-06|750.00|REDUCED|0.00|2013-02-15||
3936|Banyan Medical Systems, Inc.|July|2012-08-10|2013-02-15|750.00|REDUCED|0.00|2013-02-22||
3939|Rebecca F. Scott DDS PC|November|2012-12-10|2013-02-12|750.00|REDUCED|0.00|2013-02-22||
3941|Christensen Lumber, Inc.|August|2012-09-10|2013-03-01|750.00|REDUCED|0.00|2013-03-14||
3944|ESP, Inc. Engineering-Surveying-Planning, Inc.|October|2012-11-13|2013-02-15|750.00|REDUCED|0.00|2013-02-26||
3950|Waste Connections, Inc.|November|2012-12-10|2013-02-25|750.00|REDUCED|0.00|2013-03-11||
3954|Credit Management Services, Inc.|August|2012-09-10|2013-03-14|750.00|REDUCED|0.00|2013-03-26||
3963|Roloff Construction Co. (aka L.G.Roloff)|January|2013-02-11|2013-03-04|525.00|REDUCED|0.00|2013-03-28||
3968|League of Nebraska Municipalities|November|2012-12-10|2013-03-25|750.00|REDUCED|0.00|2013-04-09||
3969|Omaha Marine Center, Inc.|July|2012-08-10|2013-03-25|750.00|REDUCED|0.00|2013-04-09||
3975|Kabredlo's |January|2013-03-11|2013-04-09|725.00|REDUCED|0.00|2013-04-18||
4010|Kooper-Fellman Partnership|April|2013-05-10|2013-05-17|175.00|PAID|||2013-06-07|
4028|Concentric Corporation|February|2013-03-11|2013-07-11|750.00|REDUCED|0.00|2013-07-18||
4031|Dostals Contruction Co, Inc.|March|2013-04-10|2013-07-10|750.00|REDUCED|0.00|2013-07-10||
4039|San Patricio, Inc.|April|2013-05-10|2013-06-24|750.00|REDUCED|0.00|2013-07-03||
4042|Apollo Group, Inc.|December|2013-01-10|2013-07-17|750.00|REDUCED|0.00|2013-07-29||
4045|Nu Skin Enterprises|September|2012-10-10|2013-07-15|750.00|REDUCED|0.00|2013-07-29||
4049|Belloma, Inc.|May|2013-06-10|2013-07-30|750.00|REDUCED|0.00|2013-08-09||
4057|Millennium Homes, Inc.|April|2013-05-10|2013-08-14|750.00|REDUCED|0.00|2013-08-21||
4068|Appel Crop Consulting, Inc.|January|2013-11-12|2013-11-21|225.00|REDUCED|0.00|2013-12-05||
4070|Lamar Companies, The|January|2013-11-12|2013-11-21|225.00|RED/PAID|25.00|2013-12-09|2013-12-09|
4071|McNair Agency|January|2013-10-10|2013-11-19|750.00|REDUCED|0.00|2013-12-06||
4072|Turnwest Farms|January|2013-11-12|2013-11-25|325.00|REDUCED|0.00|2013-12-20||
4080|Brown Construction|January|2013-11-12|2014-01-13|750.00|PAID|||2014-02-28|
4086|D.M. Schluntz Corporation|December|2014-01-10|2014-01-14|100.00|REDUCED|0.00|2014-02-11||
4096|Redstone Communications|November|2013-12-10|2013-12-18|200.00|REDUCED|0.00|2014-01-10||
4097|ReadyTech-Go, Inc. dba RTG Medical|March|2013-04-10|2014-01-30|750.00|REDUCED|0.00|2014-04-14||
4103|REGA Engineering Group|December|2014-01-10|2014-01-29|475.00|REDUCED|0.00|2014-02-14||
4104|Rusty's Fertilizer, Inc.|January|2013-11-12|2014-01-13|750.00|PAID|||2014-02-28|
4105|Sinclir Hille Architects|December|2014-01-10|2014-01-29|475.00|REDUCED|0.00|2014-02-13||
4145|Brumbaugh & Quandahl PC|November|2013-12-10|2014-02-27|750.00|PAID|||2014-03-24|
4149|Farmers Mutual Insurance Company of NE|January|2014-02-10|2014-03-05|575.00|REDUCED|0.00|2014-03-19||
4155|Keystone Automotive Industries dba LKQ Corporation|July|2013-08-12|2014-03-03|750.00|RED/PAID|25.00|2014-03-31|2014-03-31|
4168|WilliamTerrace Apartments, Inc.|December|2014-01-10|2014-03-03|750.00|REDUCED|0.00|2014-03-19||
4170|Alvine and Associates Inc|December|2014-01-10|2014-03-07|750.00|REDUCED|0.00|2014-03-20||
4177|Omaha Neon Sign Company, Inc.|January|2013-02-11|2014-03-07|750.00|REDUCED|0.00|2014-03-20||
4184|Campbell Family Properties PC|February|2013-03-11|2014-03-07|750.00|REDUCED|0.00|2014-04-08||
4189|Excel Health Services, Inc. dba Excel Development Group|December|2014-01-10|2014-03-14|750.00|REDUCED|0.00|2014-04-07||
4226|Makovicka Sylliaasen PC|September|2013-10-10|2014-03-24|750.00|REDUCED|0.00|2014-04-21|2014-04-21|
4191|Foresight Security Solutions, Inc.|January|2014-02-11|2014-03-10|750.00|REDUCED|0.00|2014-04-07||
4195|NE State AFL-CIO|November|2013-12-10|2014-03-10|750.00|REDUCED|0.00|2014-05-15||
4197|Panda, Inc.|September|2013-10-10|2014-03-14|750.00|REDUCED|0.00|2014-04-07||
4204|Dubas Refridgeration, Inc.|September|2013-10-10|2014-03-25|750.00|REDUCED|0.00|2014-04-10||
4207|Intel Corporation|July|2013-08-12|2014-03-24|750.00|REDUCED|0.00|2014-04-10||
4208|Intel Corporation|July|2013-08-12|2014-03-24|750.00|REDUCED|0.00|2014-04-10||
4210|Joseph R. Hewgley & Associates, Inc.|November|2013-12-10|2014-04-04|750.00|REDUCED|0.00|2014-04-18||
4213|Monsanto  Company - IA|June|2013-07-10|2014-03-17|750.00|RED/PAID|25.00|2014-07-23|2014-07-23|
4217|Parking Management & Consultants|December|2014-01-10|2014-03-17|750.00|REDUCED|0.00|2014-04-11||
4221|Signal Restoration Services|February|2014-03-10|2014-04-03|600.00|PAID|||2014-05-01|
4223|UnitedHealth Group, Inc.|January|2013-02-11|2014-03-25|750.00|PAID|||2014-04-28|
4224|Urban Village Development|May|2013-06-10|2014-03-17|750.00|PAID|||2014-04-17|
4227|Makovicka Sylliaasen PC|January|2014-02-10|2014-03-24|750.00|RED/PAID|25.00|2014-04-21|2014-04-21|
4229|Blue Cross Blue Shield of NE|February|2014-03-10|2014-03-27|425.00|RED/PAID|25.00|2014-04-21|2014-04-21|
4246|McArdle Grading Company|March|2014-04-10|2014-04-21|275.00|REDUCED|0.00|2014-06-04||
4248|Public Risk Management, Inc.|March|2014-04-10|2014-04-30|500.00|REDUCED|0.00|2014-05-21||
4256|Bluestone Development LLC|April|2014-05-12|2014-05-19|175.00|RED/PAID|25.00|2014-06-09|2014-06-09|
4260|Cornhusker International Trucks|April|2014-05-12|2014-05-19|175.00|PAID|||2014-06-16|
4264|Gary Michaels Clothiers|March|2014-04-10|2014-05-19|750.00|REDUCED|0.00|2014-05-30||
4270|Seldin Company|April|2014-05-12|2014-05-20|200.00|REDUCED|0.00|2014-06-12||
4275|Village West LLC|March|2014-04-10|2014-05-20|750.00|REDUCED|0.00|2014-05-30||
4282|Seacrest & Kalkowski PC LLO|April|2014-05-12|2014-05-20|200.00|REDUCED|0.00|2014-06-02||
4300|First State Bank - Scottsbluff|January|2014-02-20|2014-06-02|750.00|REDUCED|0.00|2014-06-13||
4343|Ernst Auto, Inc.|March|2014-04-10|2014-06-19|750.00|REDUCED|0.00|2014-07-02||
4353|Bosselman Holdings, Inc.|March|2014-04-10|2014-06-16|750.00|REDUCED|0.00|2014-07-14||
4360|KPMG|April|2014-05-12|2014-07-03|750.00|PAID|||2014-07-03|
4372|Lakeside Orthopedics, PC|April|2014-05-12|2014-06-30|550.00|REDUCED|0.00|2014-07-15||
4373|LSR Farms, LLC|April|2014-05-12|2014-06-30|750.00|REDUCED|0.00|2014-07-14||
4376|Peabody Investment Corporation|April|2014-05-12|2014-07-01|750.00|REDUCED|0.00|2014-07-14||
4384|Frank Enterprises, Inc.|April|2014-05-12|2014-06-12|750.00|RED/PAID|25.00|2014-07-30|2014-07-28|
4390|Sawyer Construction Co.|May|2014-06-10|2014-07-10|750.00|RED/PAID|25.00|2014-08-13|2014-08-12|
4400|Cline Williams Wright Johnson & Oldfather LLP|March|2014-04-10|2014-07-22|750.00|REDUCED|0.00|2014-08-05||
4403|Big T Enterprises dba Interstate Battery of Sioux City|May|2014-06-10|2014-07-25|750.00|REDUCED|0.00|2014-08-06||
4422|Taylor Oil Company, Inc.|March|2014-04-10|2014-07-30|750.00|REDUCED|0.00|2014-08-15||
4429|Dana V Baker, PC, LLO|April|2014-05-12|2014-08-12|750.00|REDUCED|0.00|2014-08-22||
4438|Peitzmeier Demolition & Concrete Cutters, Inc.|January|2014-02-10|2014-08-15|750.00|REDUCED|0.00|2014-08-22||
4448|Vista Farms LLC|May|2014-06-10|2014-08-01|750.00|REDUCED|0.00|2014-08-19||
