Committee Name|Committee ID|Date Received|Transaction Date|Amount|Type of Transaction|Description
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2014-01-07|2013-12-11|162.5|O|campaign manager time for kick off
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2014-01-07|2013-11-16|57.5|O|invitations to campaign kick off
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2014-01-07|2013-11-20|149.56|O|supplies for campaign
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2012-01-19|2011-01-20|286.43|A|victory party post cards
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2012-01-19|2011-01-04|474|A|sepplies for victory party
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2010-05-04|2010-04-12|100|A|Contribution
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2010-06-21|2010-06-01|96.3|A|tshirts
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2010-06-21|2010-06-01|77.74|A|telephone
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2010-06-21|2010-05-18|294.25|A|tshirts
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2010-05-04|2010-04-20|-15.84|A|Sign Expense
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2010-05-04|2010-04-20|-38.81|A|Telephone Expense
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2010-01-22|2009-12-31|-362.23|A|Office supplies, decorations-fundraiser
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2010-01-22|2009-12-31|12315|A|All other cont., less-$250 pd by individ
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2011-01-11|2010-11-05|77.69|A|telephone
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2011-01-11|2010-10-27|163.25|A|supplies for victory party
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2010-10-04|2010-08-24|-64|A|po box renewal
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2010-10-04|2010-08-01|-116.71|A|telephone
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2010-04-08|2010-04-05|-22.21|A|Meeting w/campaign staff
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|2010-04-08|2010-04-06|1990|A|All other cont. less than $250.pd by ind
BOUCHER FOR COUNTY ATTORNEY|09CAC01385|2010-06-21|2010-05-11|-100|O|anonymous cont donated to Asian Communit
BOUCHER FOR COUNTY ATTORNEY|09CAC01385|2010-06-21|2010-05-04|100|B|
BOUCHER FOR COUNTY ATTORNEY|09CAC01385|2011-01-06|2010-12-31|207.75|A|RERUND OF EXPENSES PREVIOUSLY PAID
BOUCHER FOR COUNTY ATTORNEY|09CAC01385|2010-01-26|2009-12-24|.17|O|PayPal verification deposit
BOUCHER FOR COUNTY ATTORNEY|09CAC01385|2010-01-26|2009-12-24|.1|O|PayPal verification deposit
KELLY FOR COUNTY ATTORNEY|09CAC01377|2012-01-30|2011-12-31|.26|A|balance to bank statement
BOB KRIST FOR LEGISLATURE|09CAC01380|2014-10-27|2014-10-19|9.9|A|Bank fee and ten cent reporting error.
BOB KRIST FOR LEGISLATURE|09CAC01380|2013-01-29|2012-12-31|-300|A|invalid expenditure 2B reimbursed from K
BOB KRIST FOR LEGISLATURE|09CAC01380|2014-10-27|2014-10-20|1000|A|2013 DCRP expense prev. omit from Line14
ADAMS CENTRAL PATRONS &AMP; TEACHERS FOR STUDENTS 2010|09BQC00254|2010-04-13|2010-04-06|8360|A|Sales of gift cards
ADAMS CENTRAL PATRONS &AMP; TEACHERS FOR STUDENTS 2010|09BQC00254|2010-02-01|2009-12-31|427.5|A|Sale of gift cards
ADAMS CENTRAL PATRONS &AMP; TEACHERS FOR STUDENTS 2010|09BQC00254|2010-02-01|2009-12-21|712.5|A|Sale of gift cards
CITIZENS FOR JOBS AND THE LINCOLN HAYMARKET ARENA(|09BQC00256|2010-06-22|2010-06-07|262.73|A|Refund from the United States Postal Ser
CITIZENS FOR JOBS AND THE LINCOLN HAYMARKET ARENA(|09BQC00256|2010-10-19|2010-08-05|308.06|A|Refund from Time Warner Cable
CITIZENS FOR JOBS AND THE LINCOLN HAYMARKET ARENA(|09BQC00256|2010-10-19|2010-06-16|244.74|A|Refund from Black Hills Energy
CITIZENS FOR JOBS AND THE LINCOLN HAYMARKET ARENA(|09BQC00256|2010-10-19|2010-08-06|322.3|A|Refund from Center-Point Communications
BRADLEY FOR NEBRASKA LEGISLATURE (DISSOLVED)|10CAC01397|2010-09-10|2010-09-09|419.76|A|Returned to Candidate
LAKERS FOR GOVERNOR (DISSOLVED)|10CAC01409|2010-06-23|2010-06-15|76000|O|removal of nonindividual pledges
LAKERS FOR GOVERNOR (DISSOLVED)|10CAC01409|2010-06-23|2010-06-15|34000|O|removal of individual pledges
LAKERS FOR GOVERNOR (DISSOLVED)|10CAC01409|2010-06-23|2010-06-15|47000|O|removal of individual pledges
LAKERS FOR GOVERNOR (DISSOLVED)|10CAC01409|2011-02-01|2011-01-31|15000|A|Voided Check
LAKERS FOR GOVERNOR (DISSOLVED)|10CAC01409|2011-02-01|2010-07-01|1118.25|A|refund of overpayment to vendor
LAKERS FOR GOVERNOR (DISSOLVED)|10CAC01409|2011-02-01|2011-01-31|251000|O|removal of nonindividual pledges
LAKERS FOR GOVERNOR (DISSOLVED)|10CAC01409|2011-02-01|2011-01-31|101000|O|removal of individual pledges
BEN GRAY FOR CITY COUNCIL|09CAC01361|2009-03-09|2009-01-06|.18|A|paypal verifybank
BEN GRAY FOR CITY COUNCIL|09CAC01361|2009-03-09|2009-01-30|-.7|A|fdic premium
BEN GRAY FOR CITY COUNCIL|09CAC01361|2009-03-09|2009-02-27|-.63|A|fdic premium
BEN GRAY FOR CITY COUNCIL|09CAC01361|2009-03-09|2009-01-06|.16|A|paypal verifybank
ANDY STEBBING FOR COUNTY TREASURER|09CAC01390|2014-04-07|2014-01-07|75|A|returned check from wahoo public school
ANDY STEBBING FOR COUNTY TREASURER|09CAC01390|2014-06-18|2014-05-20|900|O|HELD A JOINT PRIMARY ELECTION NIGHT GATHERING WITH SHERIFF TERRY WAGNER.  THE NINE HUNDRED DOLLARS WAS A REIMBURSEMENT OF ONE HALF OF ALL EXPENSES.
DAN WELCH FOR MAYOR|12CAC01693|2014-02-03|2013-12-18|147.23|O|reconciling bank account balance
DAN WELCH FOR MAYOR|12CAC01693|2013-05-14|2013-03-21|8.92|O|Interest
DAN WELCH FOR MAYOR|12CAC01693|2013-05-14|2013-04-18|2.31|O|Interest
DAN WELCH FOR MAYOR|12CAC01693|2013-03-05|2013-02-26|207.4|A|Insurance Overpayment 
DAN WELCH FOR MAYOR|12CAC01693|2013-02-04|2012-12-20|11.33|O|interest
DAN WELCH FOR MAYOR|12CAC01693|2013-02-04|2012-10-18|4.48|O|interest
DAN WELCH FOR MAYOR|12CAC01693|2013-02-04|2012-09-20|4.75|O|interest
DAN WELCH FOR MAYOR|12CAC01693|2014-02-03|2013-08-05|122.87|A|cancellation refund
DAN WELCH FOR MAYOR|12CAC01693|2013-05-14|2013-05-03|103.71|A|Cacellation Refund
DAN WELCH FOR MAYOR|12CAC01693|2013-02-04|2012-07-20|.04|O|interest
DAN WELCH FOR MAYOR|12CAC01693|2013-05-14|2013-05-08|801.9|A|Cacellation Refund
DAN WELCH FOR MAYOR|12CAC01693|2013-05-14|2013-04-23|407|A|Cacellation Refund
DAN WELCH FOR MAYOR|12CAC01693|2013-02-04|2012-11-15|5.56|O|interest
DAN WELCH FOR MAYOR|12CAC01693|2013-03-05|2013-02-21|11.63|O|Interest
DAN WELCH FOR MAYOR|12CAC01693|2013-03-05|2013-01-17|15.58|O|Interest
DAN WELCH FOR MAYOR|12CAC01693|2013-02-04|2012-08-16|2.21|O|interest
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2013-02-01|2012-12-27|-1000|A|refund contribution-ron jensen
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2013-02-01|2012-12-27|-50|A|Refund Contribution - Patrick Hughes
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2014-01-29|2013-08-26|148.65|A|advertising refund
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2014-01-29|2013-01-02|170.5|A|refund of media buy
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2013-02-01|2012-12-27|-50|A|Refund Contribution - Russ McKillip
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2013-02-01|2012-03-23|112.35|A|Refund for Printing Services
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2014-01-29|2013-01-30|120|A|refund of advertising
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2014-01-29|2013-10-02|2616|A|advertising refund
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2013-02-01|2012-12-27|-200|A|Refund Contribution - Roy Price
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2013-02-01|2012-12-12|68|A|Refund Media Buy
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2014-01-29|2013-03-13|248|A|advertising refund
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2014-01-29|2013-02-07|220|A|advertising refund
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2014-01-29|2013-01-10|90.8|A|refund of media buy
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2013-02-01|2012-12-27|-2000|A|refund contribution-Casey knake
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2013-02-01|2012-10-08|1000|A|Refund Deb Fischer Event Ticket
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2013-02-01|2012-12-12|91|A|Refund Media Buy
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2013-02-01|2012-12-27|-500|A|refund contribution-delayne deitloff
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2013-02-01|2012-12-27|-10000|A|refund contribution- mike wilke
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2013-02-01|2012-12-27|-1000|A|refund contribution-thomas henning
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2013-02-01|2012-12-27|-250|A|Refund Contribution - Johnsons Inc
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2013-02-01|2012-12-27|-200|A|Refund Contribution - Jessica Mieske
MIKE FLOOD FOR NEBRASKA, INC|12CAC01694|2013-02-01|2012-03-09|133.2|O|Adj.  Travel reimb. 10-3-11
NEBRASKANS TO PRESERVE TERM LIMITS-NPTL (DISSOLVED|12BQC00324|2013-02-19|2012-11-18|816|O|Refund for unused Radio Ads KRVN, Lexing
NEBRASKANS TO PRESERVE TERM LIMITS-NPTL (DISSOLVED|12BQC00324|2013-02-19|2012-12-31|4939.25|O|Repay back to Tom Carlson for Legislatur
MELTON FOR OMAHA|13CAC01764|2015-02-02|2013-12-31|8.27|A|bank statement reconciliation
FRIENDS OF RICH PAHLS (OMAHA CITY COUNCIL)|13CAC01771|2013-06-24|2013-05-20|507.97|A|refund of postage
PANSING BROOKS FOR LEGISLATURE|13CAC01803|2014-01-30|2013-12-31|-72.1|O|PAYPAL CHARGES DURING 2013
PANSING BROOKS FOR LEGISLATURE|13CAC01803|2014-01-30|2013-03-22|.27|O|DEPOSIT FROM PAYPAL TO VERIFY PAYPAL ACCOUNT WAS WORKING
PANSING BROOKS FOR LEGISLATURE|13CAC01803|2014-10-27|2014-10-20|-8.88|A|PAYPAL CHARGES
PANSING BROOKS FOR LEGISLATURE|13CAC01803|2014-04-14|2014-04-04|-28.87|O|PAYPAL CHARGES, JANUARY 1, 2014 TO APRIL 4, 2014
PANSING BROOKS FOR LEGISLATURE|13CAC01803|2015-01-12|2014-10-21|-27.28|A|LINE 25 OF THE 2014-10-20 REPORT SHOWED A CORRECTED BALANCE OF 39,775.63.  THE CORRECT CASH BALANCE WAS 39,751.13, A 24.50 REDUCTION AND PAYPAL ADJUSTMENT OF 2.78
PANSING BROOKS FOR LEGISLATURE|13CAC01803|2014-10-06|2014-09-30|-79.77|A|PAYPAL CHARGES
PANSING BROOKS FOR LEGISLATURE|13CAC01803|2014-10-06|2014-09-30|200|A|THE ACTUAL DEPOSITS ON JANUARY 27, 2014 AND SEPTEMBER 2, 2014 WERE EACH 100 MORE THAN THE CHECKS WE HAVE LISTED AND WE CAN NOT FIND THE DIFFERENCE.  THEREFORE, AN ADJUSTMENT INCREASING THE CASH BALANCE ON THE REPORT BY 200 IS BEING MADE.
FRIENDS FOR CRYSTAL RHOADES (PSC)|13CAC01812|2014-10-22|2014-10-01|-89.13|A|THE PREVIOUS REPORT WE FILED HAD THE CORRECT ENDING CASH BALANCE, HOWEVER, THE FIGURE PULLED OVER TO THIS REPORT AS OUR BEGINNING BALANCE WAS OFF BY THIS AMOUNT.
CHARLES W. HERBSTER FOR GOVERNOR, INC.|13CAC01814|2013-09-13|2013-09-13|584321.6|A|Transfer to McCoy for Governor
CHARLES W. HERBSTER FOR GOVERNOR, INC.|13CAC01814|2013-09-13|2013-09-13|10000|A|Transfer to McCoy for Governor
CHARLES W. HERBSTER FOR GOVERNOR, INC.|13CAC01814|2013-09-13|2013-09-13|15901.37|O|Asset transfer to McCoy for Governor
CHARLES W. HERBSTER FOR GOVERNOR, INC.|13CAC01814|2013-09-13|2013-09-13|265282.4|O|Service Contract Transfer McCoy for Gove
DUBAS FOR GOVERNOR (NOW FOR LEGISLATURE -2014)|13CAC01821|2014-01-29|2013-12-31|500|O|Anonymous contrib donated to charity
JOE NIGRO FOR PUBLIC DEFENDER|13CAC01822|2015-01-12|2014-12-31|200|A|Ashford tickets check never cashed
JOE NIGRO FOR PUBLIC DEFENDER|13CAC01822|2014-10-24|2014-10-20|200|A|200 check for mel luetchens not cashed
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|2015-02-02|2015-01-28|-734.51|A|PER INSTRUCTIONS RECEIVED BY THE NADC THIS ADJUSTMENT IS BEING MADE DUE TO A CLERICAL ERROR IN THE RECORD. THE DATE FOR THIS TRANSACTION WAS INCORRECT.  THE RECORD HAS BEEN UPDATED.  THIS EXPENSE WAS PAID TO DEMOCRACY ENGINE FOR CREDIT CARD DONATION FEES.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|2015-02-02|2015-01-28|-300|A|PER INSTRUCTIONS RECEIVED BY THE NADC THIS ADJUSTMENT IS BEING MADE DUE TO A CLERICAL ERROR IN THE RECORD. THE RECORD HAS BEEN UPDATED.  THE DOLLARS WERE SPENT ON TICKETS TO A CATHOLIC CHARITIES EVENT.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|2015-02-02|2015-01-28|-138.66|A|PER INSTRUCTIONS RECEIVED BY NADC THIS ADJUSTMENT IS DUE TO AMOUNT REMAINING, COULD NOT BE RECONCILED. CAMPAIGN ACCOUNT IS CLOSED AND AN A2 TO CLOSE COMMITTEE WILL BE FILED.  AMOUNT 138.66 IS .0003 PERCENT OF TOTAL AMOUNT RAISED WHICH WAS ABOUT 480,000.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|2014-01-31|2013-06-28|143.7|A|THIS WAS A REFUND CHECK FROM COX COMMUNICATIONS IN OMAHA NE FOR OVERPAYMENT.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|2014-01-31|2013-06-13|40.5|A|THIS WAS A REFUND CHECK FROM OPPD -OMAHA PUBLIC POWER DISTRICT- IN OMAHA, NE FOR OVERPAYMENT.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|2014-01-31|2013-05-09|76.29|A|THIS WAS A REFUND CHECK FROM THE METROPOLITAN UTILITIES DISTRICT IN OMAHA NE FOR OVERPAYMENT.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|2014-01-31|2013-05-08|-129.4|A|BANK FEES IN THE AMOUNTS OF 15.00, 9.50, 16.65, 26.25, 15.00, 46.25 AND  .75 WERE DEDUCTED FROM THE BANK ACCOUNT.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|2014-01-31|2013-05-08|-646|A|PER INSTRUCTIONS RECEIVED BY THE NADC THIS ADJUSTMENT IS BEING MADE DUE TO A CLERICAL ERROR IN THE RECORD. THE DATE FOR THIS TRANSACTION WAS INCORRECT AND THEREFORE NOT INCLUDED IN A PREVIOUS REPORT. THIS PAYMENT WAS MADE TO THE IRS.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|2014-01-31|2013-05-08|-184|A|PER INSTRUCTIONS RECEIVED BY THE NADC THIS ADJUSTMENT IS BEING MADE DUE TO A CLERICAL ERROR IN THE RECORD.  THE DATE FOR THIS TRANSACTION WAS INCORRECT AND THEREFORE NOT INCLUDED IN A PREVIOUS REPORT. THIS PAYMENT WAS MADE TO USPS FOR POSTAGE.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|2014-01-31|2013-05-08|-77|A|PER INSTRUCTIONS FROM THE NADC THIS CHECK WAS WRITTEN FOR TO A CLUB FOR A MONTHLY LUNCHEON.  IT WAS INCORRECTLY CATEGORIZED.  IT HAS NOW BEEN PROPERLY ACCOUNTED FOR.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|2014-01-31|2013-05-08|-66.24|A|AN ADJUSTMENT WAS MADE TO ACCOUNT FOR A CLERICAL ERROR.  A BILL FROM COX COMMUNICATIONS WAS ENTERED AS 132.45 BUT WAS ACTUALLY 198.69.  THE DIFFERENCE IS ACCOUNTED HERE.
WESTSIDE CARES BALLOT COMMITTEE (DISSOLVED)|12BQC00321|2013-01-07|2012-11-30|.19|A|bank fees for checking account
ED TRUEMPER FOR CITY COUNCIL|12CAC01699|2013-01-31|2012-08-30|250|O|RETURN OF DEPOSIT FOR PARK RENTAL FROM CITY OF OMAHA FOR BENSON PARK PAVILION RENTAL ON 8/16/12
LINCOLN LIAISON COMMITTEE (2012 ELECTION)|12BQC00323|2012-10-26|2012-10-08|100|O|NADC A-1 Filing Fee 
LINCOLN LIAISON COMMITTEE (2012 ELECTION)|12BQC00323|2012-10-26|2012-10-08|53|O|Rock Bottom Brewery Gift Card
STAY EQUAL OMAHA (DISSOLVED 2013)|12BQC00327|2013-04-24|2013-04-17|41529.16|A|Dissolution transfer balance to PAC
NRDVOTE.COM 2012 ELECTION|12CAC01730|2014-03-14|2013-03-24|50|A|Late Filing Fee
NRDVOTE.COM 2012 ELECTION|12CAC01730|2014-03-14|2014-03-14|855.94|A|Donattion to Teamates
LEIRION FOR LINCOLN|12CAC01752|2013-04-30|2013-03-26|200|A|Recorded Check Twice, Incorrect Spelling
LEIRION FOR LINCOLN|12CAC01752|2013-06-18|2013-04-23|21.9|A|recorded expense trwice on 3-8
LEIRION FOR LINCOLN|12CAC01752|2013-06-18|2013-04-23|46|A|recorded expense twice on 4-17
WHITEHEAD FOR CITY COUNCIL (DISSOLVED)|13CAC01762|2013-12-10|2013-10-29|30.69|A|could not find 30.69 expenditure
DODSON FOR CITY COUNCIL|13CAC01776|2013-04-18|2013-03-25|-103.87|A|bank account closed
JILL BROWN FOR OPS|13CAC01785|2013-10-18|2013-10-18|1392.58|A|deposits not report in summary of receip
LATHROP FOR NEBRASKA|13CAC01806|2015-02-02|2014-12-31|-54.13|A|balance to 12-31-14 bank balance
MCCOLLISTER FOR LEGISLATURE|13CAC01840|2014-10-07|2014-09-10|3365|A|REFUND FROM OMAHA SIGN & PRINT ON FUNDS NOT USED 
MCCOLLISTER FOR LEGISLATURE|13CAC01840|2014-01-31|2013-12-03|1284.1|O|REFUND FROM PETERSON PRINTING DUE TO OVERPAYMENT. 
MCCOLLISTER FOR LEGISLATURE|13CAC01840|2014-01-31|2013-10-07|25|O|OVERPAYMENT THAT WAS REFUNDED TO THE CAMPAIGN 
MCCOLLISTER FOR LEGISLATURE|13CAC01840|2015-01-13|2014-10-22|17743.46|A|MADE UP OF PRIOR PERIOD ADJUSTMENTS. 7,230 WAS AN EXPENSE WHICH WAS REPORTED TWICE AND WAS ONLY PAID ONCE. 
BRYAN SLONE FOR GOVERNOR (DISSOLVED)|13CAC01847|2014-10-15|2014-08-25|178.48|A|Reim. Deposit from Cox Communications
BRYAN SLONE FOR GOVERNOR (DISSOLVED)|13CAC01847|2014-06-24|2014-05-10|11125|A|Refund from Competitive Edge Research
COMMITTEE TO ELECT TOMMY GARRETT|14CAC01865|2015-01-20|2014-12-15|2686.88|A|Overpayment by victory enterprises
NEWMAN FOR COUNTY BOARD (DISSOLVED)|14CAC01963|2014-12-23|2014-12-09|156.1|A|closing acct-check LancasterCo Dem party
VOTE YES FOR THE LIBRARY (DISSOLVED)|14BQC00393|2014-10-24|2014-10-08|5000|O|Pledge payment -Norfolk Library Foundati
VOTE YES FOR THE LIBRARY (DISSOLVED)|14BQC00393|2014-10-24|2014-10-20|8000|O|Pledge payment -Norfolk Library Foundati
LUX FOR OPPD|14CAC01859|2015-01-12|2014-10-23|10000|O|Pledge payment from IBEW 1483
SMOYER FOR NEBRASKA (LEGISLATURE 2014 AND LATER)|14CAC01871|2015-01-13|2014-11-19|384.88|A|refund of previous overpayment
GREEN FOR PUBLIC SERVICE COMMISSION|14CAC01893|2014-06-23|2014-06-17|200|A|difference in expenditures
MELIA FOR PUBLIC DEFENDER (DISSOLVED)|14CAC01895|2014-04-11|2014-02-18|3.2|A|paypal.com fee
MELIA FOR PUBLIC DEFENDER (DISSOLVED)|14CAC01895|2014-12-18|2014-12-02|5.67|O|Return Unused Campaign Donations
MELIA FOR PUBLIC DEFENDER (DISSOLVED)|14CAC01895|2014-12-18|2014-12-01||O|RETURN UNUSED CAMPAIGN DONATIONS
RON BOOKS FOR COUNTY COMMISSIONER(DISSOLVED)|14CAC01898|2014-06-25|2014-05-12|100|A|voided check
RON BOOKS FOR COUNTY COMMISSIONER(DISSOLVED)|14CAC01898|2014-06-25|2014-06-17|-156.8|A|loan received and forgiven in period
BILL HENRY FOR LINCOLN COUNTY COMMISSIONER #3|14CAC01905|2014-07-14|2014-06-17|100|A|Filing Fee Check Voided
JEREMY JENSEN FOR GI MAYOR|14CAC01960|2014-10-24|2014-10-20|3|A|increase from bank account
BARRY DEKAY CAMPAIGN FUND|14CAC02027|2014-12-22|2014-12-17|42|A|SERVICE CHARGE
VOTE YES FOR WESTSIDE KIDS COMMITTEE (DISSOLVED)|15BQC00412|2015-07-21|2015-07-20|330|O|Donate mobile phones to 501c3 Northstar
TIM GAY FOR OPPD BOARD|14CAC01915|2015-01-13|2014-12-12|3404.02|O|transfer  fr Gay 4 Legislature cam. acct
NEWMAN FOR COUNCIL|15CAC02080|2015-04-27|2015-04-20|74.76|A|paypal fees for online donations
NEWMAN FOR COUNCIL|15CAC02080|2015-06-09|2015-05-01|43.11|A|paypal fees
NEWMAN FOR COUNCIL|15CAC02080|2015-06-09|2015-04-21|74.76|A|paypal fees 
FOLEY FOR THE PEOPLE - GOVERNOR|13CAC01829|2015-01-18|2014-10-24|902|A|SALE OF EXCESS YARD SIGN WIRES
FOLEY FOR THE PEOPLE - GOVERNOR|13CAC01829|2015-01-18|2014-09-19|175|A|RENTAL REVENUE - MAILING LIST
FOLEY FOR THE PEOPLE - GOVERNOR|13CAC01829|2015-01-18|2014-08-28|406.25|A|SALE OF EXCESS SIGN POSTS
FOLEY FOR THE PEOPLE - GOVERNOR|13CAC01829|2014-04-14|2014-03-31|82628.78|O|TRANSFER FROM SAVINGS TO CHECKING
HILKEMANN FOR LEGISLATURE|13CAC01830|2015-01-09|2014-12-31|25.66|A|adj. cash
HILKEMANN FOR LEGISLATURE|13CAC01830|2014-04-15|2014-04-08|35.33|A|variance to cash balance
MATT WILLIAMS FOR LEGISLATURE, INC.|13CAC01841|2014-06-20|2014-05-15|105|A|refund on advertising from cp stategies 
LECLAIR4OPPD1|14CAC01880|2014-04-14|2014-04-02|49|O|web services inkind - rss
NEIGHBORS FOR CAVANAUGH|14CAC01882|2015-01-13|2014-12-02|18|A|VOIDED CHECK #1036  PAID BY CREDIT CARD
NEIGHBORS FOR CAVANAUGH|14CAC01882|2015-01-13|2014-12-02|200|A|VOIDED CHECK 1024 
NEIGHBORS FOR CAVANAUGH|14CAC01882|2015-01-13|2014-12-02|200|A|VOIDED CHECK 1297 
NEIGHBORS FOR CAVANAUGH|14CAC01882|2015-01-13|2014-12-02|49.7|A|VOIDED CHECK #1035 
DOUG KRENZER FOR WESTSIDE BOARD OF EDUCATION (DISS|14CAC01890|2014-05-06|2014-04-28|-83.49|A|paypal charges
EUREK FOR ATTORNEY GENERAL COMMITTEE|14CAC01897|2014-06-23|2014-06-17|1.98|O|Fee from ActBlue to be recorded as expen
EUREK FOR ATTORNEY GENERAL COMMITTEE|14CAC01897|2014-06-23|2014-05-07|29.4|O|Fee from ActBlue
EUREK FOR ATTORNEY GENERAL COMMITTEE|14CAC01897|2014-05-05|2014-04-24|1.98|A|Fees from ActBlue
EUREK FOR ATTORNEY GENERAL COMMITTEE|14CAC01897|2014-06-23|2014-05-15|12.84|O|Fee from ActBlue
O&#39;HARA 2014 TREASURER (DISSOLVED)|14CAC01967|2014-10-21|2014-09-30|6|O|AGGREGATE AMOUNT OF CASHIERS CHECK FEES
O&#39;HARA 2014 TREASURER (DISSOLVED)|14CAC01967|2014-10-21|2014-06-26|100|A|UNDONE CASHIERS CHECK FOR A-1 FILING FE
CITIZENS FOR FREMONT (DISSOLVED)|14BQC00378|2014-05-06|2014-04-28|-2|A|Bank Fee
CITIZENS FOR FREMONT (DISSOLVED)|14BQC00378|2014-06-04|2014-06-01|2|A|bank service fee
BRUNING FOR GOVERNOR|14CAC01867|2015-01-13|2014-12-10|7.78|A|reimbuse acct
BRUNING FOR GOVERNOR|14CAC01867|2014-06-26|2014-06-01|25002.69|A|closed savings acct moved to checking ac
BRUNING FOR GOVERNOR|14CAC01867|2014-05-05|2014-04-14|25000|A|moved to savings account
BRUNING FOR GOVERNOR|14CAC01867|2015-01-13|2014-12-10|84|A|reimburse acct
CITIZENS TO ELECT BRIAN BUESCHER, ATTORNEY GENERAL|14CAC01872|2014-04-24|2014-06-06|363.2|A|Refund from IMS
NEBRASKANS FOR GLENN(DISSOLVED)|14CAC01879|2014-10-27|2014-10-09|-500|A|RETURNED CONTRIBUTION MADE BY RICHARD HOLLAND IN PRIOR PERIOD
SCHULLER FOR SHERIFF|14CAC01916|2014-06-12|2014-06-12|-1275.28|A|CONTRIBUTION FUNDS RETURNED TO KEVIN SCHULLER TO CLOSE OUT CAMPAIGN ACCOUNT.
ED WEMHOFF FOR SHERIFF|14CAC01927|2015-01-12|2014-12-31|782.81|A|Returned contributions, closed account
NEBRASKANS FOR BETTER WAGES (DISSOLVED)|14BQC00382|2015-01-14|2014-11-03|5000|A|refund of prepaid postage reply mail acc
NEBRASKANS FOR BETTER WAGES (DISSOLVED)|14BQC00382|2015-01-14|2014-12-05|142.24|A|refund of prepaid postage reply mail acc
NEBRASKANS FOR BETTER WAGES (DISSOLVED)|14BQC00382|2015-01-14|2014-11-14|769.15|A|refund of prepaid postage reply mail acc
ALTERNATIVE BUILDING CONCEPTS (DISSOLVED)|14BQC00388|2015-01-15|2014-10-21|53.58|A|credit from Lamar Companies
VOTE NO FOR NOW (DISSOLVED)|14BQC00389|2014-11-18|2014-11-10|3.19|A|
VOTE YES FOR OPS KIDS COMMITTEE|14BQC00391|2015-01-14|2014-12-18|461.38|A|Refund of Unused Postage by USPS
DOUG PETERSON FOR ATTORNEY GENERAL|14CAC01866|2014-10-06|2014-08-25|30.11|A|REIMBURSEMENT BY DOUG PETERSON FOR PERSONAL EXPENSES ORIGINALLY PAID FOR WITH CAMPAIGN DEBIT CARD FOR 30.11
DOUG PETERSON FOR ATTORNEY GENERAL|14CAC01866|2014-10-06|2014-08-11|1020|A|REIMBURSEMENT BY JOURNAL COMMUNICATIONS FOR REFUND OF OVERCHARGED TV COSTS FOR PRIMARY TV SPOT
